"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12556","userCanNotTransferWithoutEnteringRecipientAccountTest()","","Sun May 10 07:17:57 UTC 2026","passed","Sun May 10 07:18:10 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutEnteringRecipientAccountTest"
"","669","userCannotChangeNameToInvalidValueTest(String) [4] name=Alsu!@#$%%^&*() test_+/,<>?}{[]';/.!","","Sun May 10 07:20:27 UTC 2026","passed","Sun May 10 07:20:28 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","0","testTransferWithFraudCheckVerificationRequired()","","Sun May 10 07:19:58 UTC 2026","skipped","Sun May 10 07:19:58 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckVerificationRequired"
"","1369","userCanTransferTest(double) [3] amount=0.01","","Sun May 10 07:20:02 UTC 2026","passed","Sun May 10 07:20:03 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
"","581","unauthorizedUserCannotDepositTest()","","Sun May 10 07:20:18 UTC 2026","passed","Sun May 10 07:20:19 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","unauthorizedUserCannotDepositTest"
"","95","unauthorizedAdminCanNotCreateNewUserTest()","","Sun May 10 07:21:18 UTC 2026","passed","Sun May 10 07:21:18 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","unauthorizedAdminCanNotCreateNewUserTest"
"","485","adminCanDeleteUserTest()","","Sun May 10 07:21:15 UTC 2026","passed","Sun May 10 07:21:15 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","adminCanDeleteUserTest"
"","0","testTransferWithFraudCheckRequiredManualReview()","","Sun May 10 07:19:58 UTC 2026","skipped","Sun May 10 07:19:58 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckRequiredManualReview"
"","10","unauthorizedUserCannotGetCustomerProfileTest()","","Sun May 10 07:21:16 UTC 2026","passed","Sun May 10 07:21:16 UTC 2026","","iteration1.api.CustomerProfileTest","iteration1.api.CustomerProfileTest","unauthorizedUserCannotGetCustomerProfileTest"
"","571","userCanChangeNameTest(String) [2] name=A S","","Sun May 10 07:20:23 UTC 2026","passed","Sun May 10 07:20:23 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameTest"
"","165","adminCannotDeleteNotExistsUserTest()","","Sun May 10 07:21:16 UTC 2026","passed","Sun May 10 07:21:16 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","adminCannotDeleteNotExistsUserTest"
"","495","userCanGenerateAuthTokenTest()","","Sun May 10 07:21:13 UTC 2026","passed","Sun May 10 07:21:13 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","745","userCanNotDepositTest(Double, String) [3] amount=5000.01, errorMessage=Deposit amount cannot exceed 5000","","Sun May 10 07:20:18 UTC 2026","passed","Sun May 10 07:20:18 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","0","testTransferWithFraudCheckVerificationsAndReviewRequired()","","Sun May 10 07:19:58 UTC 2026","skipped","Sun May 10 07:19:58 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckVerificationsAndReviewRequired"
"","13252","userCanNotTransferWithoutConfirmingTest()","","Sun May 10 07:18:10 UTC 2026","passed","Sun May 10 07:18:23 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutConfirmingTest"
"","13755","userCanNotTransferWithInvalidAmountTest()","","Sun May 10 07:18:23 UTC 2026","passed","Sun May 10 07:18:37 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithInvalidAmountTest"
"","852","adminCanLoginWithCorrectDataTest()","","Sun May 10 07:20:31 UTC 2026","passed","Sun May 10 07:20:32 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","195","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Sun May 10 07:21:20 UTC 2026","passed","Sun May 10 07:21:20 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","12469","userCanNotTransferWithoutSelectingSenderAccountTest()","","Sun May 10 07:19:45 UTC 2026","passed","Sun May 10 07:19:58 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutSelectingSenderAccountTest"
"","1275","unauthorizedUserCannotTransferTest()","","Sun May 10 07:20:03 UTC 2026","passed","Sun May 10 07:20:04 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","unauthorizedUserCannotTransferTest"
"","968","userCannotDeleteUserTest()","","Sun May 10 07:21:14 UTC 2026","passed","Sun May 10 07:21:15 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","userCannotDeleteUserTest"
"","13515","userCanTransferWithoutNameIfNameWasNotChangedTest()","","Sun May 10 07:19:32 UTC 2026","passed","Sun May 10 07:19:45 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanTransferWithoutNameIfNameWasNotChangedTest"
"","14007","userCanChangeNameTest()","","Sun May 10 07:17:01 UTC 2026","passed","Sun May 10 07:17:15 UTC 2026","","iteration2.ui.ChangeUserNameUiTest","iteration2.ui.ChangeUserNameUiTest","userCanChangeNameTest"
"","11842","userCanNotDepositWithoutEnteringAmountTest()","","Sun May 10 07:16:50 UTC 2026","passed","Sun May 10 07:17:01 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositWithoutEnteringAmountTest"
"","507","userCanNotGenerateAuthTokenWithWrongCredentialsTest()","","Sun May 10 07:21:13 UTC 2026","passed","Sun May 10 07:21:14 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanNotGenerateAuthTokenWithWrongCredentialsTest"
"","739","userCanNotDepositTest(Double, String) [1] amount=0.0, errorMessage=Deposit amount must be at least 0.01","","Sun May 10 07:20:16 UTC 2026","passed","Sun May 10 07:20:17 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","497","unauthorizedUserCanNotCreateAccountTest()","","Sun May 10 07:21:17 UTC 2026","passed","Sun May 10 07:21:17 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","unauthorizedUserCanNotCreateAccountTest"
"","565","userCanCreateAccountTest()","","Sun May 10 07:21:17 UTC 2026","passed","Sun May 10 07:21:18 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","userCanCreateAccountTest"
"","1420","userCanNotTransferInvalidAmountTest(double, String) [3] amount=-0.01, errorMessage=Transfer amount must be at least 0.01","","Sun May 10 07:20:13 UTC 2026","passed","Sun May 10 07:20:14 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferInvalidAmountTest"
"","0","testTransferWithFraudCheckWithServerError()","","Sun May 10 07:19:58 UTC 2026","skipped","Sun May 10 07:19:58 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckWithServerError"
"","1403","userCanTransferTest(double) [1] amount=10000.0","","Sun May 10 07:19:59 UTC 2026","passed","Sun May 10 07:20:00 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
