"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13630","adminCanCreateUserTest()","","Fri May 08 07:28:41 UTC 2026","passed","Fri May 08 07:28:54 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCanCreateUserTest"
"","13122","adminCannotCreateUserWithInvalidDataTest()","","Fri May 08 07:28:54 UTC 2026","passed","Fri May 08 07:29:07 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","821","userCanNotDepositTest(Double, String) [2] amount=-0.01, errorMessage=Deposit amount must be at least 0.01","","Fri May 08 07:28:12 UTC 2026","passed","Fri May 08 07:28:12 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","835","userCanDepositTest(Double) [2] amount=4999.99","","Fri May 08 07:28:15 UTC 2026","passed","Fri May 08 07:28:16 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositTest"
"","561","userCanGenerateAuthTokenTest()","","Fri May 08 07:29:07 UTC 2026","passed","Fri May 08 07:29:08 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","1435","userCanNotTransferValueGreaterThanBalanceTest()","","Fri May 08 07:28:00 UTC 2026","passed","Fri May 08 07:28:01 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferValueGreaterThanBalanceTest"
"","14176","userCanTransferWithoutNameIfNameWasNotChangedTest()","","Fri May 08 07:27:24 UTC 2026","passed","Fri May 08 07:27:38 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanTransferWithoutNameIfNameWasNotChangedTest"
"","1122","userCanNotTransferToNotExistsAccountTest()","","Fri May 08 07:27:50 UTC 2026","passed","Fri May 08 07:27:51 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferToNotExistsAccountTest"
"","99","unauthorizedAdminCanNotCreateNewUserTest()","","Fri May 08 07:29:12 UTC 2026","passed","Fri May 08 07:29:12 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","unauthorizedAdminCanNotCreateNewUserTest"
"","11598","userCanNotDepositWithEmptyValuesTest()","","Fri May 08 07:24:14 UTC 2026","passed","Fri May 08 07:24:26 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositWithEmptyValuesTest"
"","656","userCannotChangeNameToNullTest()","","Fri May 08 07:28:19 UTC 2026","failed","Fri May 08 07:28:20 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToNullTest"
"","854","userCanNotTransferToTheSameAccountTest()","","Fri May 08 07:28:03 UTC 2026","failed","Fri May 08 07:28:04 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferToTheSameAccountTest"
"","545","userCannotChangeNameWithoutRequestBodyTest()","","Fri May 08 07:28:26 UTC 2026","failed","Fri May 08 07:28:26 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameWithoutRequestBodyTest"
"","13921","userCanNotTransferWithInvalidAmountTest()","","Fri May 08 07:26:14 UTC 2026","passed","Fri May 08 07:26:28 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithInvalidAmountTest"
"","730","userCannotChangeNameToInvalidValueTest(String) [5] name=Alsutest","","Fri May 08 07:28:24 UTC 2026","passed","Fri May 08 07:28:24 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","742","userCanChangeNameToTheSameNameTest()","","Fri May 08 07:28:20 UTC 2026","passed","Fri May 08 07:28:21 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameToTheSameNameTest"
"","184","adminCannotDeleteNotExistsUserTest()","","Fri May 08 07:29:11 UTC 2026","passed","Fri May 08 07:29:11 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","adminCannotDeleteNotExistsUserTest"
"","732","userCannotChangeNameToInvalidValueTest(String) [2] name=   ","","Fri May 08 07:28:21 UTC 2026","passed","Fri May 08 07:28:22 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","977","userCanDepositTest(Double) [1] amount=5000.0","","Fri May 08 07:28:14 UTC 2026","passed","Fri May 08 07:28:15 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositTest"
"","878","adminCanLoginWithCorrectDataTest()","","Fri May 08 07:28:28 UTC 2026","passed","Fri May 08 07:28:29 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","10","unauthorizedUserCannotChangeNameTest()","","Fri May 08 07:28:26 UTC 2026","passed","Fri May 08 07:28:26 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","unauthorizedUserCannotChangeNameTest"
"","543","adminCanDeleteUserTest()","","Fri May 08 07:29:10 UTC 2026","passed","Fri May 08 07:29:10 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","adminCanDeleteUserTest"
"","93","adminCanNotCreateAccountTest()","","Fri May 08 07:29:11 UTC 2026","passed","Fri May 08 07:29:11 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","adminCanNotCreateAccountTest"
"","13312","userCanNotTransferWithoutConfirmingTest()","","Fri May 08 07:26:01 UTC 2026","passed","Fri May 08 07:26:14 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutConfirmingTest"
"","0","testTransferWithFraudCheckRequiredManualReview()","","Fri May 08 07:27:50 UTC 2026","skipped","Fri May 08 07:27:50 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckRequiredManualReview"
"","1294","userCanNotDepositToAnotherUserAccountTest()","","Fri May 08 07:28:09 UTC 2026","passed","Fri May 08 07:28:10 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositToAnotherUserAccountTest"
"","14556","userCanTransferWithNameAfterNameChangingTest()","","Fri May 08 07:27:09 UTC 2026","passed","Fri May 08 07:27:24 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanTransferWithNameAfterNameChangingTest"
"","831","userCanNotDepositTest(Double, String) [1] amount=0.0, errorMessage=Deposit amount must be at least 0.01","","Fri May 08 07:28:11 UTC 2026","passed","Fri May 08 07:28:12 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","1700","userCanTransferValueEqualToBalanceToAnotherUserAccountTest()","","Fri May 08 07:27:57 UTC 2026","passed","Fri May 08 07:27:59 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferValueEqualToBalanceToAnotherUserAccountTest"
"","14320","userCanNotTransferWithUsernameAfterNameChangingTest()","","Fri May 08 07:26:55 UTC 2026","passed","Fri May 08 07:27:09 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithUsernameAfterNameChangingTest"
"","645","userCanNotDepositToNotExistsAccountTest()","","Fri May 08 07:28:10 UTC 2026","passed","Fri May 08 07:28:11 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositToNotExistsAccountTest"
"","12598","userCanNotTransferWithoutEnteringRecipientAccountTest()","","Fri May 08 07:25:48 UTC 2026","passed","Fri May 08 07:26:01 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutEnteringRecipientAccountTest"
"","672","unauthorizedUserCannotDepositTest()","","Fri May 08 07:28:13 UTC 2026","passed","Fri May 08 07:28:14 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","unauthorizedUserCannotDepositTest"
"","13186","userCanNotTransferWithoutEnteringAmountTest()","","Fri May 08 07:26:42 UTC 2026","passed","Fri May 08 07:26:55 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutEnteringAmountTest"
"","520","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Fri May 08 07:29:14 UTC 2026","passed","Fri May 08 07:29:14 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","1528","userCanTransferTest(double) [3] amount=0.01","","Fri May 08 07:27:55 UTC 2026","passed","Fri May 08 07:27:56 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
"","835","userCanNotDepositTest(Double, String) [3] amount=5000.01, errorMessage=Deposit amount cannot exceed 5000","","Fri May 08 07:28:12 UTC 2026","passed","Fri May 08 07:28:13 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","202","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Fri May 08 07:29:14 UTC 2026","passed","Fri May 08 07:29:15 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","13603","userCanNotChangeNameToEmptyValueTest()","","Fri May 08 07:25:05 UTC 2026","passed","Fri May 08 07:25:19 UTC 2026","","iteration2.ui.ChangeUserNameUiTest","iteration2.ui.ChangeUserNameUiTest","userCanNotChangeNameToEmptyValueTest"
"","199","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Fri May 08 07:29:15 UTC 2026","passed","Fri May 08 07:29:15 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","0","testTransferRiskFraudCheckWithSuccessStatus()","","Fri May 08 07:27:50 UTC 2026","skipped","Fri May 08 07:27:50 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferRiskFraudCheckWithSuccessStatus"
"","1586","userCanNotTransferInvalidAmountTest(double, String) [2] amount=0.0, errorMessage=Transfer amount must be at least 0.01","","Fri May 08 07:28:06 UTC 2026","passed","Fri May 08 07:28:07 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferInvalidAmountTest"
"","17260","userCanNotDepositInvalidValueTest()","","Fri May 08 07:23:44 UTC 2026","passed","Fri May 08 07:24:01 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositInvalidValueTest"
"","0","testTransferWithFraudCheckVerificationRequired()","","Fri May 08 07:27:50 UTC 2026","skipped","Fri May 08 07:27:50 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckVerificationRequired"
"","14894","userCanTransferWithUsernameTest()","","Fri May 08 07:25:33 UTC 2026","failed","Fri May 08 07:25:48 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanTransferWithUsernameTest"
"","630","userCanCreateAccountTest()","","Fri May 08 07:29:12 UTC 2026","passed","Fri May 08 07:29:12 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","userCanCreateAccountTest"
"","193","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Fri May 08 07:29:15 UTC 2026","passed","Fri May 08 07:29:15 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","13692","userCanDepositTest()","","Fri May 08 07:24:26 UTC 2026","passed","Fri May 08 07:24:39 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanDepositTest"
"","544","userCanNotGenerateAuthTokenWithWrongCredentialsTest()","","Fri May 08 07:29:08 UTC 2026","passed","Fri May 08 07:29:09 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanNotGenerateAuthTokenWithWrongCredentialsTest"
"","0","testTransferWithFraudCheckWithBadRequest()","","Fri May 08 07:27:50 UTC 2026","skipped","Fri May 08 07:27:50 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckWithBadRequest"
"","539","adminCanCreateUserWithCorrectData()","","Fri May 08 07:29:13 UTC 2026","passed","Fri May 08 07:29:14 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","731","userCanChangeNameSeveralTimesTest()","","Fri May 08 07:28:17 UTC 2026","passed","Fri May 08 07:28:17 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameSeveralTimesTest"
"","572","unauthorizedUserCanNotCreateAccountTest()","","Fri May 08 07:29:11 UTC 2026","passed","Fri May 08 07:29:12 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","unauthorizedUserCanNotCreateAccountTest"
"","265","adminCanCreateNewAdminTest()","","Fri May 08 07:29:13 UTC 2026","passed","Fri May 08 07:29:13 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateNewAdminTest"
"","643","userCanChangeNameTest(String) [1] name=Alsu Sharaf","","Fri May 08 07:28:17 UTC 2026","passed","Fri May 08 07:28:18 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameTest"
"","12424","userCanNotDepositWithoutSelectingAccountTest()","","Fri May 08 07:24:02 UTC 2026","passed","Fri May 08 07:24:14 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositWithoutSelectingAccountTest"
"","0","testTransferWithFraudCheckWithServerError()","","Fri May 08 07:27:50 UTC 2026","skipped","Fri May 08 07:27:50 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckWithServerError"
"","734","userCannotChangeNameToInvalidValueTest(String) [7] name=Alsu_test","","Fri May 08 07:28:25 UTC 2026","passed","Fri May 08 07:28:26 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","1766","userCanNotTransferFromAnotherUserAccountTest()","","Fri May 08 07:28:01 UTC 2026","passed","Fri May 08 07:28:03 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferFromAnotherUserAccountTest"
"","12040","userCanCreateAccountTest()","","Fri May 08 07:28:29 UTC 2026","passed","Fri May 08 07:28:41 UTC 2026","","iteration1.ui.CreateAccountTest","iteration1.ui.CreateAccountTest","userCanCreateAccountTest"
"","740","userCannotChangeNameToInvalidValueTest(String) [4] name=Alsu!@#$%%^&*() test_+/,<>?}{[]';/.!","","Fri May 08 07:28:23 UTC 2026","passed","Fri May 08 07:28:24 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","12490","userCanNotTransferWithoutSelectingSenderAccountTest()","","Fri May 08 07:27:38 UTC 2026","passed","Fri May 08 07:27:50 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutSelectingSenderAccountTest"
