"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","655","userCanChangeNameToTheSameNameTest()","","Sun May 10 10:52:00 UTC 2026","passed","Sun May 10 10:52:00 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameToTheSameNameTest"
"","0","testTransferWithFraudCheckWithServerError()","","Sun May 10 10:51:33 UTC 2026","skipped","Sun May 10 10:51:33 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckWithServerError"
"","492","unauthorizedUserCanNotCreateAccountTest()","","Sun May 10 10:52:54 UTC 2026","passed","Sun May 10 10:52:55 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","unauthorizedUserCanNotCreateAccountTest"
"","84","adminCannotGetCustomerProfileTest()","","Sun May 10 10:52:54 UTC 2026","passed","Sun May 10 10:52:54 UTC 2026","","iteration1.api.CustomerProfileTest","iteration1.api.CustomerProfileTest","adminCannotGetCustomerProfileTest"
"","1471","userCanNotTransferInvalidAmountTest(double, String) [2] amount=0.0, errorMessage=Transfer amount must be at least 0.01","","Sun May 10 10:51:47 UTC 2026","passed","Sun May 10 10:51:48 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferInvalidAmountTest"
"","12068","userCanCreateAccountTest()","","Sun May 10 10:52:08 UTC 2026","passed","Sun May 10 10:52:20 UTC 2026","","iteration1.ui.CreateAccountTest","iteration1.ui.CreateAccountTest","userCanCreateAccountTest"
"","1369","userCanTransferTest(double) [3] amount=0.01","","Sun May 10 10:51:37 UTC 2026","passed","Sun May 10 10:51:38 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
"","578","userCanChangeNameTest(String) [2] name=A S","","Sun May 10 10:51:58 UTC 2026","passed","Sun May 10 10:51:59 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameTest"
"","184","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sun May 10 10:52:58 UTC 2026","passed","Sun May 10 10:52:58 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","8","unauthorizedUserCannotChangeNameTest()","","Sun May 10 10:52:05 UTC 2026","passed","Sun May 10 10:52:05 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","unauthorizedUserCannotChangeNameTest"
