"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","testTransferRiskFraudCheckWithSuccessStatus()","","Sun May 10 09:57:02 UTC 2026","skipped","Sun May 10 09:57:02 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferRiskFraudCheckWithSuccessStatus"
"","17241","userCanNotDepositInvalidValueTest()","","Sun May 10 09:52:59 UTC 2026","passed","Sun May 10 09:53:16 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositInvalidValueTest"
"","1366","userCanTransferTest(double) [2] amount=9999.99","","Sun May 10 09:57:04 UTC 2026","passed","Sun May 10 09:57:05 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
"","658","userCannotChangeNameToInvalidValueTest(String) [4] name=Alsu!@#$%%^&*() test_+/,<>?}{[]';/.!","","Sun May 10 09:57:31 UTC 2026","passed","Sun May 10 09:57:31 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","14032","userCanChangeNameTest()","","Sun May 10 09:54:05 UTC 2026","passed","Sun May 10 09:54:19 UTC 2026","","iteration2.ui.ChangeUserNameUiTest","iteration2.ui.ChangeUserNameUiTest","userCanChangeNameTest"
"","176","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sun May 10 09:58:24 UTC 2026","passed","Sun May 10 09:58:24 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","567","userCanChangeNameTest(String) [2] name=A S","","Sun May 10 09:57:26 UTC 2026","passed","Sun May 10 09:57:27 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameTest"
"","13552","userCanDepositTest()","","Sun May 10 09:53:40 UTC 2026","passed","Sun May 10 09:53:53 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanDepositTest"
"","989","userCannotDeleteUserTest()","","Sun May 10 09:58:18 UTC 2026","passed","Sun May 10 09:58:19 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","userCannotDeleteUserTest"
"","1366","userCanTransferTest(double) [1] amount=10000.0","","Sun May 10 09:57:03 UTC 2026","passed","Sun May 10 09:57:04 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
"","13147","userCanNotTransferWithoutEnteringAmountTest()","","Sun May 10 09:55:54 UTC 2026","passed","Sun May 10 09:56:07 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutEnteringAmountTest"
"","565","userCanNotCreateUserTest()","","Sun May 10 09:58:22 UTC 2026","passed","Sun May 10 09:58:22 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","userCanNotCreateUserTest"
"","1033","userCanNotTransferToNotExistsAccountTest()","","Sun May 10 09:57:02 UTC 2026","passed","Sun May 10 09:57:03 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferToNotExistsAccountTest"
"","244","adminCanCreateNewAdminTest()","","Sun May 10 09:58:22 UTC 2026","passed","Sun May 10 09:58:22 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateNewAdminTest"
"","731","userCanNotDepositTest(Double, String) [2] amount=-0.01, errorMessage=Deposit amount must be at least 0.01","","Sun May 10 09:57:21 UTC 2026","passed","Sun May 10 09:57:21 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","657","userCannotChangeNameToInvalidValueTest(String) [7] name=Alsu_test","","Sun May 10 09:57:33 UTC 2026","passed","Sun May 10 09:57:33 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
