"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","739","userCanChangeNameSeveralTimesTest()","","Sun May 10 07:13:08 UTC 2026","passed","Sun May 10 07:13:08 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameSeveralTimesTest"
"","13326","userCanNotTransferWithoutConfirmingTest()","","Sun May 10 07:10:51 UTC 2026","passed","Sun May 10 07:11:04 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutConfirmingTest"
"","1035","userCanDepositTest(Double) [1] amount=5000.0","","Sun May 10 07:13:05 UTC 2026","passed","Sun May 10 07:13:06 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositTest"
"","14066","userCanChangeNameTest()","","Sun May 10 07:09:42 UTC 2026","passed","Sun May 10 07:09:56 UTC 2026","","iteration2.ui.ChangeUserNameUiTest","iteration2.ui.ChangeUserNameUiTest","userCanChangeNameTest"
"","197","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sun May 10 07:14:10 UTC 2026","passed","Sun May 10 07:14:10 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","14399","userCanNotTransferWithUsernameAfterNameChangingTest()","","Sun May 10 07:11:45 UTC 2026","passed","Sun May 10 07:12:00 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithUsernameAfterNameChangingTest"
"","729","userCannotChangeNameToInvalidValueTest(String) [6] name=Alsu  test","","Sun May 10 07:13:15 UTC 2026","passed","Sun May 10 07:13:16 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","1534","userCanTransferTest(double) [1] amount=10000.0","","Sun May 10 07:12:42 UTC 2026","passed","Sun May 10 07:12:44 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
"","1681","userCanTransferValueEqualToBalanceToAnotherUserAccountTest()","","Sun May 10 07:12:48 UTC 2026","passed","Sun May 10 07:12:50 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferValueEqualToBalanceToAnotherUserAccountTest"
"","731","userCannotChangeNameToInvalidValueTest(String) [2] name=   ","","Sun May 10 07:13:12 UTC 2026","passed","Sun May 10 07:13:13 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","13712","userCanDepositTest()","","Sun May 10 07:09:16 UTC 2026","passed","Sun May 10 07:09:30 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanDepositTest"
"","15639","adminCanCreateUserTest()","","Sun May 10 07:13:31 UTC 2026","passed","Sun May 10 07:13:47 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCanCreateUserTest"
"","731","userCannotChangeNameToInvalidValueTest(String) [1] name=","","Sun May 10 07:13:12 UTC 2026","passed","Sun May 10 07:13:12 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","276","adminCanCreateNewAdminTest()","","Sun May 10 07:14:08 UTC 2026","passed","Sun May 10 07:14:08 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateNewAdminTest"
"","647","unauthorizedUserCannotDepositTest()","","Sun May 10 07:13:04 UTC 2026","passed","Sun May 10 07:13:05 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","unauthorizedUserCannotDepositTest"
"","95","adminCannotChangeNameTest()","","Sun May 10 07:13:11 UTC 2026","passed","Sun May 10 07:13:11 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","adminCannotChangeNameTest"
