"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","577","userCanChangeNameTest(String) [1] name=Alsu Sharaf","","Sun May 10 07:04:07 UTC 2026","passed","Sun May 10 07:04:08 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameTest"
"","573","unauthorizedUserCannotDepositTest()","","Sun May 10 07:04:03 UTC 2026","passed","Sun May 10 07:04:04 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","unauthorizedUserCannotDepositTest"
"","168","adminCannotDeleteNotExistsUserTest()","","Sun May 10 07:05:01 UTC 2026","passed","Sun May 10 07:05:01 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","adminCannotDeleteNotExistsUserTest"
"","650","userCanChangeNameToTheSameNameTest()","","Sun May 10 07:04:09 UTC 2026","passed","Sun May 10 07:04:10 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameToTheSameNameTest"
"","82","adminCanGenerateAuthTokenTest()","","Sun May 10 07:04:58 UTC 2026","passed","Sun May 10 07:04:58 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","12507","userCanNotTransferWithoutSelectingSenderAccountTest()","","Sun May 10 07:03:30 UTC 2026","passed","Sun May 10 07:03:43 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutSelectingSenderAccountTest"
"","671","userCannotChangeNameToInvalidValueTest(String) [3] name=Alsu1 test2","","Sun May 10 07:04:11 UTC 2026","passed","Sun May 10 07:04:12 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","237","adminCanCreateNewAdminTest()","","Sun May 10 07:05:03 UTC 2026","passed","Sun May 10 07:05:03 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateNewAdminTest"
"","500","userCanGenerateAuthTokenTest()","","Sun May 10 07:04:58 UTC 2026","passed","Sun May 10 07:04:58 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","649","userCannotChangeNameToInvalidValueTest(String) [1] name=","","Sun May 10 07:04:10 UTC 2026","passed","Sun May 10 07:04:11 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","498","userCanChangeNameTest(String) [3] name=Алсу Шараф","","Sun May 10 07:04:08 UTC 2026","failed","Sun May 10 07:04:09 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameTest"
"","13516","userCanTransferWithoutNameIfNameWasNotChangedTest()","","Sun May 10 07:03:17 UTC 2026","passed","Sun May 10 07:03:30 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanTransferWithoutNameIfNameWasNotChangedTest"
"","188","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Sun May 10 07:05:04 UTC 2026","passed","Sun May 10 07:05:05 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","738","userCanDepositTest(Double) [3] amount=0.01","","Sun May 10 07:04:06 UTC 2026","passed","Sun May 10 07:04:06 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositTest"
"","1572","userCanNotTransferFromAnotherUserAccountTest()","","Sun May 10 07:03:53 UTC 2026","passed","Sun May 10 07:03:54 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferFromAnotherUserAccountTest"
"","12709","userCanNotTransferWithoutEnteringAmountTest()","","Sun May 10 07:02:36 UTC 2026","passed","Sun May 10 07:02:49 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutEnteringAmountTest"
"","764","userCanNotTransferToTheSameAccountTest()","","Sun May 10 07:03:54 UTC 2026","failed","Sun May 10 07:03:55 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferToTheSameAccountTest"
"","649","userCannotChangeNameToInvalidValueTest(String) [4] name=Alsu!@#$%%^&*() test_+/,<>?}{[]';/.!","","Sun May 10 07:04:12 UTC 2026","passed","Sun May 10 07:04:13 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","0","testTransferWithFraudCheckWithRiskScoreZero()","","Sun May 10 07:03:43 UTC 2026","skipped","Sun May 10 07:03:43 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckWithRiskScoreZero"
"","0","testTransferRiskFraudCheckWithSuccessStatus()","","Sun May 10 07:03:43 UTC 2026","skipped","Sun May 10 07:03:43 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferRiskFraudCheckWithSuccessStatus"
"","1397","userCanNotTransferInvalidAmountTest(double, String) [1] amount=10000.01, errorMessage=Transfer amount cannot exceed 10000","","Sun May 10 07:03:55 UTC 2026","passed","Sun May 10 07:03:57 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferInvalidAmountTest"
"","969","userCannotDeleteUserTest()","","Sun May 10 07:04:59 UTC 2026","passed","Sun May 10 07:05:00 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","userCannotDeleteUserTest"
"","91","adminCannotChangeNameTest()","","Sun May 10 07:04:09 UTC 2026","passed","Sun May 10 07:04:09 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","adminCannotChangeNameTest"
"","1367","userCanLoginWithCorrectDataTest()","","Sun May 10 07:04:15 UTC 2026","passed","Sun May 10 07:04:16 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","569","userCanNotCreateUserTest()","","Sun May 10 07:05:03 UTC 2026","passed","Sun May 10 07:05:03 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","userCanNotCreateUserTest"
"","746","userCanNotTransferFromNotExistsAccountTest()","","Sun May 10 07:03:51 UTC 2026","passed","Sun May 10 07:03:52 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferFromNotExistsAccountTest"
"","17220","userCanNotDepositInvalidValueTest()","","Sun May 10 06:59:42 UTC 2026","passed","Sun May 10 06:59:59 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositInvalidValueTest"
"","564","userCanChangeNameTest(String) [2] name=A S","","Sun May 10 07:04:08 UTC 2026","passed","Sun May 10 07:04:08 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameTest"
"","13595","userCanDepositTest()","","Sun May 10 07:00:23 UTC 2026","passed","Sun May 10 07:00:37 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanDepositTest"
"","492","adminCanCreateUserWithCorrectData()","","Sun May 10 07:05:03 UTC 2026","passed","Sun May 10 07:05:04 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","566","userCanCreateAccountTest()","","Sun May 10 07:05:02 UTC 2026","passed","Sun May 10 07:05:02 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","userCanCreateAccountTest"
"","84","adminCannotGetCustomerProfileTest()","","Sun May 10 07:05:01 UTC 2026","passed","Sun May 10 07:05:01 UTC 2026","","iteration1.api.CustomerProfileTest","iteration1.api.CustomerProfileTest","adminCannotGetCustomerProfileTest"
"","13826","userCanNotTransferWithUsernameAfterNameChangingTest()","","Sun May 10 07:02:49 UTC 2026","passed","Sun May 10 07:03:03 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithUsernameAfterNameChangingTest"
"","1354","userCanTransferTest(double) [2] amount=9999.99","","Sun May 10 07:03:45 UTC 2026","passed","Sun May 10 07:03:47 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
"","82","adminCanNotCreateAccountTest()","","Sun May 10 07:05:01 UTC 2026","passed","Sun May 10 07:05:01 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","adminCanNotCreateAccountTest"
"","13982","userCanTransferWithNameAfterNameChangingTest()","","Sun May 10 07:03:03 UTC 2026","failed","Sun May 10 07:03:17 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanTransferWithNameAfterNameChangingTest"
"","483","unauthorizedAdminCanNotDeleteUserTest()","","Sun May 10 07:05:00 UTC 2026","passed","Sun May 10 07:05:01 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","unauthorizedAdminCanNotDeleteUserTest"
"","1422","userCanNotTransferInvalidAmountTest(double, String) [2] amount=0.0, errorMessage=Transfer amount must be at least 0.01","","Sun May 10 07:03:57 UTC 2026","passed","Sun May 10 07:03:58 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferInvalidAmountTest"
"","11509","userCanNotDepositWithEmptyValuesTest()","","Sun May 10 07:00:11 UTC 2026","passed","Sun May 10 07:00:23 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositWithEmptyValuesTest"
"","642","userCannotChangeNameToInvalidValueTest(String) [7] name=Alsu_test","","Sun May 10 07:04:14 UTC 2026","passed","Sun May 10 07:04:15 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","177","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sun May 10 07:05:05 UTC 2026","passed","Sun May 10 07:05:05 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","1272","userCanNotTransferValueGreaterThanBalanceTest()","","Sun May 10 07:03:52 UTC 2026","passed","Sun May 10 07:03:53 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferValueGreaterThanBalanceTest"
"","12303","userCanNotDepositWithoutSelectingAccountTest()","","Sun May 10 06:59:59 UTC 2026","passed","Sun May 10 07:00:11 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositWithoutSelectingAccountTest"
"","1404","userCanNotTransferInvalidAmountTest(double, String) [3] amount=-0.01, errorMessage=Transfer amount must be at least 0.01","","Sun May 10 07:03:58 UTC 2026","passed","Sun May 10 07:03:59 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferInvalidAmountTest"
"","649","userCannotChangeNameToInvalidValueTest(String) [2] name=   ","","Sun May 10 07:04:11 UTC 2026","passed","Sun May 10 07:04:11 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","894","adminCanLoginWithCorrectDataTest()","","Sun May 10 07:04:16 UTC 2026","passed","Sun May 10 07:04:17 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","11875","userCanNotDepositWithoutEnteringAmountTest()","","Sun May 10 07:00:37 UTC 2026","passed","Sun May 10 07:00:48 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositWithoutEnteringAmountTest"
"","650","userCannotChangeNameToInvalidValueTest(String) [5] name=Alsutest","","Sun May 10 07:04:13 UTC 2026","passed","Sun May 10 07:04:13 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","493","userCanNotGenerateAuthTokenWithWrongCredentialsTest()","","Sun May 10 07:04:58 UTC 2026","passed","Sun May 10 07:04:59 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanNotGenerateAuthTokenWithWrongCredentialsTest"
"","1359","userCanTransferTest(double) [1] amount=10000.0","","Sun May 10 07:03:44 UTC 2026","passed","Sun May 10 07:03:45 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
"","0","testTransferWithFraudCheckVerificationsAndReviewRequired()","","Sun May 10 07:03:43 UTC 2026","skipped","Sun May 10 07:03:43 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckVerificationsAndReviewRequired"
"","743","userCanNotDepositTest(Double, String) [1] amount=0.0, errorMessage=Deposit amount must be at least 0.01","","Sun May 10 07:04:01 UTC 2026","passed","Sun May 10 07:04:02 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","653","userCanChangeNameSeveralTimesTest()","","Sun May 10 07:04:06 UTC 2026","passed","Sun May 10 07:04:07 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameSeveralTimesTest"
"","0","testTransferWithFraudCheckRequiredManualReview()","","Sun May 10 07:03:43 UTC 2026","skipped","Sun May 10 07:03:43 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckRequiredManualReview"
"","732","userCanNotDepositTest(Double, String) [3] amount=5000.01, errorMessage=Deposit amount cannot exceed 5000","","Sun May 10 07:04:03 UTC 2026","passed","Sun May 10 07:04:03 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","1274","unauthorizedUserCannotTransferTest()","","Sun May 10 07:03:48 UTC 2026","passed","Sun May 10 07:03:49 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","unauthorizedUserCannotTransferTest"
"","0","testTransferWithFraudCheckVerificationRequired()","","Sun May 10 07:03:43 UTC 2026","skipped","Sun May 10 07:03:43 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckVerificationRequired"
"","13545","userCanNotChangeNameToEmptyValueTest()","","Sun May 10 07:01:02 UTC 2026","passed","Sun May 10 07:01:16 UTC 2026","","iteration2.ui.ChangeUserNameUiTest","iteration2.ui.ChangeUserNameUiTest","userCanNotChangeNameToEmptyValueTest"
"","1340","userCanTransferTest(double) [3] amount=0.01","","Sun May 10 07:03:47 UTC 2026","passed","Sun May 10 07:03:48 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
"","14399","adminCanCreateUserTest()","","Sun May 10 07:04:29 UTC 2026","broken","Sun May 10 07:04:43 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCanCreateUserTest"
"","13286","userCanNotTransferWithInvalidAmountTest()","","Sun May 10 07:02:10 UTC 2026","passed","Sun May 10 07:02:23 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithInvalidAmountTest"
"","582","userCannotChangeNameToNullTest()","","Sun May 10 07:04:09 UTC 2026","failed","Sun May 10 07:04:09 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToNullTest"
"","483","userCanGetCustomerProfileTest()","","Sun May 10 07:05:01 UTC 2026","passed","Sun May 10 07:05:01 UTC 2026","","iteration1.api.CustomerProfileTest","iteration1.api.CustomerProfileTest","userCanGetCustomerProfileTest"
"","1038","userCanNotTransferToNotExistsAccountTest()","","Sun May 10 07:03:43 UTC 2026","passed","Sun May 10 07:03:44 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferToNotExistsAccountTest"
"","14","unauthorizedUserCannotChangeNameTest()","","Sun May 10 07:04:15 UTC 2026","passed","Sun May 10 07:04:15 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","unauthorizedUserCannotChangeNameTest"
"","174","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sun May 10 07:05:05 UTC 2026","passed","Sun May 10 07:05:05 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","569","userCanNotDepositToNotExistsAccountTest()","","Sun May 10 07:04:01 UTC 2026","passed","Sun May 10 07:04:01 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositToNotExistsAccountTest"
"","562","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Sun May 10 07:05:04 UTC 2026","passed","Sun May 10 07:05:04 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","1472","userCanTransferValueEqualToBalanceToAnotherUserAccountTest()","","Sun May 10 07:03:49 UTC 2026","passed","Sun May 10 07:03:51 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferValueEqualToBalanceToAnotherUserAccountTest"
"","739","userCanDepositTest(Double) [2] amount=4999.99","","Sun May 10 07:04:05 UTC 2026","passed","Sun May 10 07:04:06 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositTest"
"","14044","userCanChangeNameTest()","","Sun May 10 07:00:48 UTC 2026","passed","Sun May 10 07:01:02 UTC 2026","","iteration2.ui.ChangeUserNameUiTest","iteration2.ui.ChangeUserNameUiTest","userCanChangeNameTest"
