"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","555","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Fri May 08 06:04:15 UTC 2026","passed","Fri May 08 06:04:16 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","87","adminCanNotCreateAccountTest()","","Fri May 08 06:04:12 UTC 2026","passed","Fri May 08 06:04:13 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","adminCanNotCreateAccountTest"
"","11816","userCanNotDepositWithoutEnteringAmountTest()","","Fri May 08 05:59:56 UTC 2026","passed","Fri May 08 06:00:08 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositWithoutEnteringAmountTest"
"","91","unauthorizedAdminCanNotCreateNewUserTest()","","Fri May 08 06:04:14 UTC 2026","passed","Fri May 08 06:04:14 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","unauthorizedAdminCanNotCreateNewUserTest"
"","184","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Fri May 08 06:04:16 UTC 2026","passed","Fri May 08 06:04:16 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","167","adminCannotDeleteNotExistsUserTest()","","Fri May 08 06:04:12 UTC 2026","passed","Fri May 08 06:04:12 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","adminCannotDeleteNotExistsUserTest"
"","0","testTransferWithFraudCheckRequiredManualReview()","","Fri May 08 06:03:01 UTC 2026","skipped","Fri May 08 06:03:01 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckRequiredManualReview"
"","238","adminCanCreateNewAdminTest()","","Fri May 08 06:04:14 UTC 2026","passed","Fri May 08 06:04:15 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateNewAdminTest"
"","588","unauthorizedUserCannotDepositTest()","","Fri May 08 06:03:21 UTC 2026","passed","Fri May 08 06:03:22 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","unauthorizedUserCannotDepositTest"
"","1360","userCanTransferTest(double) [3] amount=0.01","","Fri May 08 06:03:04 UTC 2026","passed","Fri May 08 06:03:06 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
"","13571","userCanNotTransferWithInvalidAmountTest()","","Fri May 08 06:01:28 UTC 2026","passed","Fri May 08 06:01:41 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithInvalidAmountTest"
"","1578","userCanNotTransferFromAnotherUserAccountTest()","","Fri May 08 06:03:11 UTC 2026","passed","Fri May 08 06:03:12 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferFromAnotherUserAccountTest"
"","13485","userCanDepositTest()","","Fri May 08 05:59:42 UTC 2026","passed","Fri May 08 05:59:56 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanDepositTest"
"","11165","adminCanCreateUserTest()","","Fri May 08 06:03:47 UTC 2026","broken","Fri May 08 06:03:58 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCanCreateUserTest"
"","1401","userCanNotTransferInvalidAmountTest(double, String) [3] amount=-0.01, errorMessage=Transfer amount must be at least 0.01","","Fri May 08 06:03:16 UTC 2026","passed","Fri May 08 06:03:17 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferInvalidAmountTest"
"","11420","userCanNotDepositWithEmptyValuesTest()","","Fri May 08 05:59:31 UTC 2026","passed","Fri May 08 05:59:42 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositWithEmptyValuesTest"
"","734","userCanNotDepositTest(Double, String) [3] amount=5000.01, errorMessage=Deposit amount cannot exceed 5000","","Fri May 08 06:03:20 UTC 2026","passed","Fri May 08 06:03:21 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","1424","userCanNotTransferInvalidAmountTest(double, String) [1] amount=10000.01, errorMessage=Transfer amount cannot exceed 10000","","Fri May 08 06:03:13 UTC 2026","passed","Fri May 08 06:03:14 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferInvalidAmountTest"
"","589","userCanNotDepositToNotExistsAccountTest()","","Fri May 08 06:03:18 UTC 2026","passed","Fri May 08 06:03:19 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositToNotExistsAccountTest"
