"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","653","userCannotChangeNameToInvalidValueTest(String) [1] name=","","Sun May 10 11:13:58 UTC 2026","passed","Sun May 10 11:13:58 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","14231","userCanNotTransferWithUsernameAfterNameChangingTest()","","Sun May 10 11:12:35 UTC 2026","passed","Sun May 10 11:12:50 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithUsernameAfterNameChangingTest"
"","15612","adminCanCreateUserTest()","","Sun May 10 11:14:17 UTC 2026","passed","Sun May 10 11:14:32 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCanCreateUserTest"
"","1465","userCanNotTransferInvalidAmountTest(double, String) [2] amount=0.0, errorMessage=Transfer amount must be at least 0.01","","Sun May 10 11:13:44 UTC 2026","passed","Sun May 10 11:13:45 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferInvalidAmountTest"
"","0","testTransferWithFraudCheckVerificationsAndReviewRequired()","","Sun May 10 11:13:30 UTC 2026","skipped","Sun May 10 11:13:30 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckVerificationsAndReviewRequired"
"","11","unauthorizedUserCannotChangeNameTest()","","Sun May 10 11:14:02 UTC 2026","passed","Sun May 10 11:14:02 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","unauthorizedUserCannotChangeNameTest"
"","173","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sun May 10 11:14:55 UTC 2026","passed","Sun May 10 11:14:55 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","567","userCanNotCreateUserTest()","","Sun May 10 11:14:53 UTC 2026","passed","Sun May 10 11:14:53 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","userCanNotCreateUserTest"
"","13303","userCanNotTransferWithoutConfirmingTest()","","Sun May 10 11:11:42 UTC 2026","passed","Sun May 10 11:11:55 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutConfirmingTest"
"","993","userCanDepositTest(Double) [1] amount=5000.0","","Sun May 10 11:13:51 UTC 2026","passed","Sun May 10 11:13:52 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositTest"
"","750","userCanNotTransferFromNotExistsAccountTest()","","Sun May 10 11:13:38 UTC 2026","passed","Sun May 10 11:13:39 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferFromNotExistsAccountTest"
"","0","testTransferRiskFraudCheckWithSuccessStatus()","","Sun May 10 11:13:30 UTC 2026","skipped","Sun May 10 11:13:30 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferRiskFraudCheckWithSuccessStatus"
"","581","unauthorizedUserCannotDepositTest()","","Sun May 10 11:13:51 UTC 2026","passed","Sun May 10 11:13:51 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","unauthorizedUserCannotDepositTest"
"","576","userCanNotDepositToNotExistsAccountTest()","","Sun May 10 11:13:48 UTC 2026","passed","Sun May 10 11:13:49 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositToNotExistsAccountTest"
"","746","userCanNotDepositTest(Double, String) [1] amount=0.0, errorMessage=Deposit amount must be at least 0.01","","Sun May 10 11:13:49 UTC 2026","passed","Sun May 10 11:13:49 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","87","adminCannotChangeNameTest()","","Sun May 10 11:13:57 UTC 2026","passed","Sun May 10 11:13:57 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","adminCannotChangeNameTest"
"","13803","userCanNotTransferWithInvalidAmountTest()","","Sun May 10 11:11:55 UTC 2026","passed","Sun May 10 11:12:09 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithInvalidAmountTest"
"","14017","userCanChangeNameTest()","","Sun May 10 11:10:32 UTC 2026","passed","Sun May 10 11:10:46 UTC 2026","","iteration2.ui.ChangeUserNameUiTest","iteration2.ui.ChangeUserNameUiTest","userCanChangeNameTest"
"","0","testTransferWithFraudCheckWithBadRequest()","","Sun May 10 11:13:30 UTC 2026","skipped","Sun May 10 11:13:30 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckWithBadRequest"
"","1040","userCanNotTransferToNotExistsAccountTest()","","Sun May 10 11:13:30 UTC 2026","passed","Sun May 10 11:13:31 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferToNotExistsAccountTest"
"","495","unauthorizedAdminCanNotDeleteUserTest()","","Sun May 10 11:14:50 UTC 2026","passed","Sun May 10 11:14:51 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","unauthorizedAdminCanNotDeleteUserTest"
"","1299","unauthorizedUserCannotTransferTest()","","Sun May 10 11:13:35 UTC 2026","passed","Sun May 10 11:13:37 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","unauthorizedUserCannotTransferTest"
"","657","userCanChangeNameSeveralTimesTest()","","Sun May 10 11:13:54 UTC 2026","passed","Sun May 10 11:13:55 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameSeveralTimesTest"
"","745","userCanDepositTest(Double) [3] amount=0.01","","Sun May 10 11:13:53 UTC 2026","passed","Sun May 10 11:13:54 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositTest"
"","762","userCanNotDepositTest(Double, String) [3] amount=5000.01, errorMessage=Deposit amount cannot exceed 5000","","Sun May 10 11:13:50 UTC 2026","passed","Sun May 10 11:13:51 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","0","testTransferWithFraudCheckRequiredManualReview()","","Sun May 10 11:13:30 UTC 2026","skipped","Sun May 10 11:13:30 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckRequiredManualReview"
"","500","userCanChangeNameTest(String) [3] name=Алсу Шараф","","Sun May 10 11:13:56 UTC 2026","failed","Sun May 10 11:13:56 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameTest"
"","12492","userCanNotTransferWithoutSelectingSenderAccountTest()","","Sun May 10 11:13:18 UTC 2026","passed","Sun May 10 11:13:30 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutSelectingSenderAccountTest"
"","1585","userCanNotTransferFromAnotherUserAccountTest()","","Sun May 10 11:13:40 UTC 2026","passed","Sun May 10 11:13:42 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferFromAnotherUserAccountTest"
"","591","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Sun May 10 11:14:54 UTC 2026","passed","Sun May 10 11:14:54 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
