"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","510","unauthorizedUserCanNotCreateAccountTest()","","Thu May 07 17:46:15 UTC 2026","passed","Thu May 07 17:46:16 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","unauthorizedUserCanNotCreateAccountTest"
"","1282","userCanNotTransferValueGreaterThanBalanceTest()","","Thu May 07 17:45:13 UTC 2026","passed","Thu May 07 17:45:15 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferValueGreaterThanBalanceTest"
"","736","userCanDepositTest(Double) [2] amount=4999.99","","Thu May 07 17:45:27 UTC 2026","passed","Thu May 07 17:45:28 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositTest"
"","197","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Thu May 07 17:46:18 UTC 2026","passed","Thu May 07 17:46:18 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","11487","userCanNotDepositWithEmptyValuesTest()","","Thu May 07 17:41:33 UTC 2026","passed","Thu May 07 17:41:45 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositWithEmptyValuesTest"
"","0","testTransferWithFraudCheckVerificationRequired()","","Thu May 07 17:45:05 UTC 2026","skipped","Thu May 07 17:45:05 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckVerificationRequired"
"","655","userCannotChangeNameToInvalidValueTest(String) [4] name=Alsu!@#$%%^&*() test_+/,<>?}{[]';/.!","","Thu May 07 17:45:34 UTC 2026","passed","Thu May 07 17:45:34 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","0","testTransferWithFraudCheckWithServerError()","","Thu May 07 17:45:05 UTC 2026","skipped","Thu May 07 17:45:05 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckWithServerError"
"","89","adminCanGenerateAuthTokenTest()","","Thu May 07 17:46:14 UTC 2026","passed","Thu May 07 17:46:14 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","647","userCannotChangeNameToInvalidValueTest(String) [6] name=Alsu  test","","Thu May 07 17:45:35 UTC 2026","passed","Thu May 07 17:45:36 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
