"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","738","userCanNotDepositTest(Double, String) [1] amount=0.0, errorMessage=Deposit amount must be at least 0.01","","Fri May 08 08:18:43 UTC 2026","passed","Fri May 08 08:18:43 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","14000","userCanTransferWithNameAfterNameChangingTest()","","Fri May 08 08:17:44 UTC 2026","failed","Fri May 08 08:17:58 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanTransferWithNameAfterNameChangingTest"
"","0","testTransferWithFraudCheckRequiredManualReview()","","Fri May 08 08:18:24 UTC 2026","skipped","Fri May 08 08:18:24 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckRequiredManualReview"
"","1039","userCanNotTransferToNotExistsAccountTest()","","Fri May 08 08:18:24 UTC 2026","passed","Fri May 08 08:18:25 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferToNotExistsAccountTest"
"","11506","userCanNotDepositWithEmptyValuesTest()","","Fri May 08 08:14:50 UTC 2026","passed","Fri May 08 08:15:02 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositWithEmptyValuesTest"
"","84","adminCannotGetCustomerProfileTest()","","Fri May 08 08:19:43 UTC 2026","passed","Fri May 08 08:19:43 UTC 2026","","iteration1.api.CustomerProfileTest","iteration1.api.CustomerProfileTest","adminCannotGetCustomerProfileTest"
"","511","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Fri May 08 08:19:46 UTC 2026","passed","Fri May 08 08:19:46 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","493","adminCanDeleteUserTest()","","Fri May 08 08:19:41 UTC 2026","passed","Fri May 08 08:19:42 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","adminCanDeleteUserTest"
"","496","adminCanCreateUserWithCorrectData()","","Fri May 08 08:19:45 UTC 2026","passed","Fri May 08 08:19:46 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","9","unauthorizedUserCannotGetCustomerProfileTest()","","Fri May 08 08:19:43 UTC 2026","passed","Fri May 08 08:19:43 UTC 2026","","iteration1.api.CustomerProfileTest","iteration1.api.CustomerProfileTest","unauthorizedUserCannotGetCustomerProfileTest"
"","1140","userCanNotDepositToAnotherUserAccountTest()","","Fri May 08 08:18:41 UTC 2026","passed","Fri May 08 08:18:42 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositToAnotherUserAccountTest"
"","12004","userCanCreateAccountTest()","","Fri May 08 08:18:59 UTC 2026","passed","Fri May 08 08:19:11 UTC 2026","","iteration1.ui.CreateAccountTest","iteration1.ui.CreateAccountTest","userCanCreateAccountTest"
"","264","adminCanCreateNewAdminTest()","","Fri May 08 08:19:45 UTC 2026","passed","Fri May 08 08:19:45 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateNewAdminTest"
"","14283","userCanTransferWithUsernameTest()","","Fri May 08 08:16:09 UTC 2026","passed","Fri May 08 08:16:24 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanTransferWithUsernameTest"
"","677","userCannotChangeNameToInvalidValueTest(String) [6] name=Alsu  test","","Fri May 08 08:18:55 UTC 2026","passed","Fri May 08 08:18:56 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
