"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13609","userCanTransferWithoutNameIfNameWasNotChangedTest()","","Fri May 08 08:02:05 UTC 2026","passed","Fri May 08 08:02:19 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanTransferWithoutNameIfNameWasNotChangedTest"
"","757","userCanNotTransferFromNotExistsAccountTest()","","Fri May 08 08:02:39 UTC 2026","passed","Fri May 08 08:02:40 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferFromNotExistsAccountTest"
"","1439","userCanNotTransferInvalidAmountTest(double, String) [2] amount=0.0, errorMessage=Transfer amount must be at least 0.01","","Fri May 08 08:02:45 UTC 2026","passed","Fri May 08 08:02:47 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferInvalidAmountTest"
"","751","userCanDepositTest(Double) [3] amount=0.01","","Fri May 08 08:02:54 UTC 2026","passed","Fri May 08 08:02:55 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositTest"
"","496","userCanGetCustomerProfileTest()","","Fri May 08 08:03:44 UTC 2026","passed","Fri May 08 08:03:44 UTC 2026","","iteration1.api.CustomerProfileTest","iteration1.api.CustomerProfileTest","userCanGetCustomerProfileTest"
"","13773","userCanNotTransferWithoutNameIfNameWasChangedTest()","","Fri May 08 08:01:11 UTC 2026","passed","Fri May 08 08:01:24 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutNameIfNameWasChangedTest"
"","14309","userCanTransferWithUsernameTest()","","Fri May 08 08:00:17 UTC 2026","passed","Fri May 08 08:00:32 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanTransferWithUsernameTest"
"","500","userCanGenerateAuthTokenTest()","","Fri May 08 08:03:40 UTC 2026","passed","Fri May 08 08:03:41 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","14062","userCanChangeNameTest()","","Fri May 08 07:59:35 UTC 2026","passed","Fri May 08 07:59:49 UTC 2026","","iteration2.ui.ChangeUserNameUiTest","iteration2.ui.ChangeUserNameUiTest","userCanChangeNameTest"
"","180","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Fri May 08 08:03:47 UTC 2026","passed","Fri May 08 08:03:48 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
