"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","670","userCannotChangeNameToInvalidValueTest(String) [2] name=   ","","Sat May 09 06:12:48 UTC 2026","passed","Sat May 09 06:12:49 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","13998","userCanNotChangeNameToInvalidValueTest()","","Sat May 09 06:09:55 UTC 2026","passed","Sat May 09 06:10:09 UTC 2026","","iteration2.ui.ChangeUserNameUiTest","iteration2.ui.ChangeUserNameUiTest","userCanNotChangeNameToInvalidValueTest"
"","1342","userCanTransferTest(double) [3] amount=0.01","","Sat May 09 06:12:25 UTC 2026","passed","Sat May 09 06:12:26 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
"","1259","userCanNotTransferValueGreaterThanBalanceTest()","","Sat May 09 06:12:29 UTC 2026","passed","Sat May 09 06:12:31 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferValueGreaterThanBalanceTest"
"","0","testTransferWithFraudCheckWithBadRequest()","","Sat May 09 06:12:21 UTC 2026","skipped","Sat May 09 06:12:21 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckWithBadRequest"
"","1362","userCanTransferTest(double) [1] amount=10000.0","","Sat May 09 06:12:22 UTC 2026","passed","Sat May 09 06:12:23 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
"","12213","userCanNotTransferWithoutSelectingSenderAccountTest()","","Sat May 09 06:12:09 UTC 2026","passed","Sat May 09 06:12:21 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutSelectingSenderAccountTest"
"","558","userCanCreateAccountTest()","","Sat May 09 06:13:39 UTC 2026","passed","Sat May 09 06:13:39 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","userCanCreateAccountTest"
"","517","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Sat May 09 06:13:40 UTC 2026","passed","Sat May 09 06:13:41 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","647","userCannotChangeNameToInvalidValueTest(String) [5] name=Alsutest","","Sat May 09 06:12:50 UTC 2026","passed","Sat May 09 06:12:51 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","175","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sat May 09 06:13:41 UTC 2026","passed","Sat May 09 06:13:41 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","496","userCanGenerateAuthTokenTest()","","Sat May 09 06:13:34 UTC 2026","passed","Sat May 09 06:13:35 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","11835","userCanNotDepositWithoutEnteringAmountTest()","","Sat May 09 06:09:16 UTC 2026","passed","Sat May 09 06:09:28 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositWithoutEnteringAmountTest"
"","901","userCanDepositTest(Double) [1] amount=5000.0","","Sat May 09 06:12:42 UTC 2026","passed","Sat May 09 06:12:43 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositTest"
"","987","userCannotDeleteUserTest()","","Sat May 09 06:13:35 UTC 2026","passed","Sat May 09 06:13:36 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","userCannotDeleteUserTest"
"","13403","userCanDepositTest()","","Sat May 09 06:09:03 UTC 2026","passed","Sat May 09 06:09:16 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanDepositTest"
"","13102","userCanNotTransferWithInvalidAmountTest()","","Sat May 09 06:10:48 UTC 2026","passed","Sat May 09 06:11:01 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithInvalidAmountTest"
"","652","userCannotChangeNameToInvalidValueTest(String) [4] name=Alsu!@#$%%^&*() test_+/,<>?}{[]';/.!","","Sat May 09 06:12:50 UTC 2026","passed","Sat May 09 06:12:50 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","84","adminCanNotCreateAccountTest()","","Sat May 09 06:13:38 UTC 2026","passed","Sat May 09 06:13:38 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","adminCanNotCreateAccountTest"
"","756","userCanDepositTest(Double) [2] amount=4999.99","","Sat May 09 06:12:43 UTC 2026","passed","Sat May 09 06:12:43 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositTest"
"","8","unauthorizedUserCannotGetCustomerProfileTest()","","Sat May 09 06:13:37 UTC 2026","passed","Sat May 09 06:13:37 UTC 2026","","iteration1.api.CustomerProfileTest","iteration1.api.CustomerProfileTest","unauthorizedUserCannotGetCustomerProfileTest"
"","645","userCannotChangeNameToInvalidValueTest(String) [1] name=","","Sat May 09 06:12:48 UTC 2026","passed","Sat May 09 06:12:48 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","13918","adminCanCreateUserTest()","","Sat May 09 06:13:06 UTC 2026","broken","Sat May 09 06:13:20 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCanCreateUserTest"
"","85","adminCannotChangeNameTest()","","Sat May 09 06:12:47 UTC 2026","passed","Sat May 09 06:12:47 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","adminCannotChangeNameTest"
"","1423","userCanNotTransferInvalidAmountTest(double, String) [3] amount=-0.01, errorMessage=Transfer amount must be at least 0.01","","Sat May 09 06:12:36 UTC 2026","passed","Sat May 09 06:12:37 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferInvalidAmountTest"
"","745","userCanNotDepositTest(Double, String) [2] amount=-0.01, errorMessage=Deposit amount must be at least 0.01","","Sat May 09 06:12:40 UTC 2026","passed","Sat May 09 06:12:40 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","652","userCannotChangeNameToInvalidValueTest(String) [3] name=Alsu1 test2","","Sat May 09 06:12:49 UTC 2026","passed","Sat May 09 06:12:50 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","729","userCanNotDepositTest(Double, String) [3] amount=5000.01, errorMessage=Deposit amount cannot exceed 5000","","Sat May 09 06:12:40 UTC 2026","passed","Sat May 09 06:12:41 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","1002","userCanNotTransferToNotExistsAccountTest()","","Sat May 09 06:12:21 UTC 2026","passed","Sat May 09 06:12:22 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferToNotExistsAccountTest"
"","1415","userCanNotTransferInvalidAmountTest(double, String) [2] amount=0.0, errorMessage=Transfer amount must be at least 0.01","","Sat May 09 06:12:34 UTC 2026","passed","Sat May 09 06:12:36 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferInvalidAmountTest"
"","563","userCanNotCreateUserTest()","","Sat May 09 06:13:39 UTC 2026","passed","Sat May 09 06:13:40 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","userCanNotCreateUserTest"
"","484","adminCanCreateUserWithCorrectData()","","Sat May 09 06:13:40 UTC 2026","passed","Sat May 09 06:13:40 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","13869","adminCannotCreateUserWithInvalidDataTest()","","Sat May 09 06:13:20 UTC 2026","broken","Sat May 09 06:13:34 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","1360","userCanLoginWithCorrectDataTest()","","Sat May 09 06:12:52 UTC 2026","passed","Sat May 09 06:12:54 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","184","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Sat May 09 06:13:41 UTC 2026","passed","Sat May 09 06:13:41 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","13975","userCanChangeNameTest()","","Sat May 09 06:09:28 UTC 2026","passed","Sat May 09 06:09:42 UTC 2026","","iteration2.ui.ChangeUserNameUiTest","iteration2.ui.ChangeUserNameUiTest","userCanChangeNameTest"
"","13735","userCanTransferWithNameAfterNameChangingTest()","","Sat May 09 06:11:41 UTC 2026","passed","Sat May 09 06:11:55 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanTransferWithNameAfterNameChangingTest"
"","165","adminCannotDeleteNotExistsUserTest()","","Sat May 09 06:13:37 UTC 2026","passed","Sat May 09 06:13:37 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","adminCannotDeleteNotExistsUserTest"
"","568","userCanNotDepositToNotExistsAccountTest()","","Sat May 09 06:12:38 UTC 2026","passed","Sat May 09 06:12:39 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositToNotExistsAccountTest"
"","481","userCanGetCustomerProfileTest()","","Sat May 09 06:13:37 UTC 2026","passed","Sat May 09 06:13:38 UTC 2026","","iteration1.api.CustomerProfileTest","iteration1.api.CustomerProfileTest","userCanGetCustomerProfileTest"
"","11851","userCanCreateAccountTest()","","Sat May 09 06:12:55 UTC 2026","passed","Sat May 09 06:13:06 UTC 2026","","iteration1.ui.CreateAccountTest","iteration1.ui.CreateAccountTest","userCanCreateAccountTest"
"","13991","userCanTransferWithUsernameTest()","","Sat May 09 06:10:09 UTC 2026","failed","Sat May 09 06:10:23 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanTransferWithUsernameTest"
"","569","userCanChangeNameTest(String) [2] name=A S","","Sat May 09 06:12:45 UTC 2026","passed","Sat May 09 06:12:46 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameTest"
"","11378","userCanNotDepositWithEmptyValuesTest()","","Sat May 09 06:08:51 UTC 2026","passed","Sat May 09 06:09:03 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositWithEmptyValuesTest"
"","12508","userCanNotTransferWithoutConfirmingTest()","","Sat May 09 06:10:36 UTC 2026","passed","Sat May 09 06:10:48 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutConfirmingTest"
"","576","userCannotChangeNameToNullTest()","","Sat May 09 06:12:46 UTC 2026","failed","Sat May 09 06:12:47 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToNullTest"
"","1495","userCanTransferValueEqualToBalanceToAnotherUserAccountTest()","","Sat May 09 06:12:27 UTC 2026","passed","Sat May 09 06:12:29 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferValueEqualToBalanceToAnotherUserAccountTest"
"","0","testTransferWithFraudCheckRequiredManualReview()","","Sat May 09 06:12:21 UTC 2026","skipped","Sat May 09 06:12:21 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckRequiredManualReview"
"","13339","userCanNotChangeNameToEmptyValueTest()","","Sat May 09 06:09:42 UTC 2026","passed","Sat May 09 06:09:55 UTC 2026","","iteration2.ui.ChangeUserNameUiTest","iteration2.ui.ChangeUserNameUiTest","userCanNotChangeNameToEmptyValueTest"
"","489","userCanChangeNameTest(String) [3] name=Алсу Шараф","","Sat May 09 06:12:46 UTC 2026","failed","Sat May 09 06:12:46 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameTest"
"","175","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sat May 09 06:13:41 UTC 2026","passed","Sat May 09 06:13:42 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","573","unauthorizedUserCannotDepositTest()","","Sat May 09 06:12:41 UTC 2026","passed","Sat May 09 06:12:42 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","unauthorizedUserCannotDepositTest"
"","239","adminCanCreateNewAdminTest()","","Sat May 09 06:13:40 UTC 2026","passed","Sat May 09 06:13:40 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateNewAdminTest"
"","16823","userCanNotDepositInvalidValueTest()","","Sat May 09 06:08:22 UTC 2026","passed","Sat May 09 06:08:39 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositInvalidValueTest"
"","652","userCanChangeNameSeveralTimesTest()","","Sat May 09 06:12:44 UTC 2026","passed","Sat May 09 06:12:45 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameSeveralTimesTest"
"","0","testTransferWithFraudCheckVerificationRequired()","","Sat May 09 06:12:21 UTC 2026","skipped","Sat May 09 06:12:21 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckVerificationRequired"
"","480","adminCanDeleteUserTest()","","Sat May 09 06:13:36 UTC 2026","passed","Sat May 09 06:13:37 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","adminCanDeleteUserTest"
"","1399","userCanNotTransferInvalidAmountTest(double, String) [1] amount=10000.01, errorMessage=Transfer amount cannot exceed 10000","","Sat May 09 06:12:33 UTC 2026","passed","Sat May 09 06:12:34 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferInvalidAmountTest"
"","13778","userCanTransferWithoutNameIfNameWasNotChangedTest()","","Sat May 09 06:11:55 UTC 2026","passed","Sat May 09 06:12:09 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanTransferWithoutNameIfNameWasNotChangedTest"
"","564","userCanChangeNameTest(String) [1] name=Alsu Sharaf","","Sat May 09 06:12:45 UTC 2026","passed","Sat May 09 06:12:45 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameTest"
"","1255","unauthorizedUserCannotTransferTest()","","Sat May 09 06:12:26 UTC 2026","passed","Sat May 09 06:12:27 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","unauthorizedUserCannotTransferTest"
"","9","unauthorizedUserCannotChangeNameTest()","","Sat May 09 06:12:52 UTC 2026","passed","Sat May 09 06:12:52 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","unauthorizedUserCannotChangeNameTest"
"","12409","userCanNotTransferWithoutEnteringRecipientAccountTest()","","Sat May 09 06:10:23 UTC 2026","passed","Sat May 09 06:10:36 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutEnteringRecipientAccountTest"
"","746","userCanNotTransferFromNotExistsAccountTest()","","Sat May 09 06:12:29 UTC 2026","passed","Sat May 09 06:12:29 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferFromNotExistsAccountTest"
"","1136","userCanNotDepositToAnotherUserAccountTest()","","Sat May 09 06:12:37 UTC 2026","passed","Sat May 09 06:12:38 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositToAnotherUserAccountTest"
"","12083","userCanNotDepositWithoutSelectingAccountTest()","","Sat May 09 06:08:39 UTC 2026","passed","Sat May 09 06:08:51 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositWithoutSelectingAccountTest"
"","12886","userCanNotTransferWithoutEnteringAmountTest()","","Sat May 09 06:11:14 UTC 2026","passed","Sat May 09 06:11:27 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutEnteringAmountTest"
"","0","testTransferWithFraudCheckWithServerError()","","Sat May 09 06:12:21 UTC 2026","skipped","Sat May 09 06:12:21 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckWithServerError"
"","647","userCannotChangeNameToInvalidValueTest(String) [6] name=Alsu  test","","Sat May 09 06:12:51 UTC 2026","passed","Sat May 09 06:12:52 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","753","userCanNotTransferToTheSameAccountTest()","","Sat May 09 06:12:32 UTC 2026","failed","Sat May 09 06:12:33 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferToTheSameAccountTest"
"","0","testTransferWithFraudCheckWithRiskScoreZero()","","Sat May 09 06:12:21 UTC 2026","skipped","Sat May 09 06:12:21 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckWithRiskScoreZero"
"","494","unauthorizedUserCanNotCreateAccountTest()","","Sat May 09 06:13:38 UTC 2026","passed","Sat May 09 06:13:39 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","unauthorizedUserCanNotCreateAccountTest"
"","1362","userCanTransferTest(double) [2] amount=9999.99","","Sat May 09 06:12:23 UTC 2026","passed","Sat May 09 06:12:25 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
"","486","unauthorizedAdminCanNotDeleteUserTest()","","Sat May 09 06:13:37 UTC 2026","passed","Sat May 09 06:13:37 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","unauthorizedAdminCanNotDeleteUserTest"
"","13042","userCanNotTransferWithoutNameIfNameWasChangedTest()","","Sat May 09 06:11:01 UTC 2026","passed","Sat May 09 06:11:14 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutNameIfNameWasChangedTest"
"","1","testTransferWithFraudCheckVerificationsAndReviewRequired()","","Sat May 09 06:12:21 UTC 2026","skipped","Sat May 09 06:12:21 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckVerificationsAndReviewRequired"
