"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12515","userCanNotTransferWithoutSelectingSenderAccountTest()","","Fri May 08 08:27:02 UTC 2026","passed","Fri May 08 08:27:15 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutSelectingSenderAccountTest"
"","13365","userCanNotTransferWithoutNameIfNameWasChangedTest()","","Fri May 08 08:25:54 UTC 2026","passed","Fri May 08 08:26:07 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutNameIfNameWasChangedTest"
"","0","testTransferWithFraudCheckWithServerError()","","Fri May 08 08:27:15 UTC 2026","skipped","Fri May 08 08:27:15 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckWithServerError"
"","1037","userCanNotTransferToNotExistsAccountTest()","","Fri May 08 08:27:15 UTC 2026","passed","Fri May 08 08:27:16 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferToNotExistsAccountTest"
"","505","userCanNotGenerateAuthTokenWithWrongCredentialsTest()","","Fri May 08 08:28:30 UTC 2026","passed","Fri May 08 08:28:31 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanNotGenerateAuthTokenWithWrongCredentialsTest"
"","1153","userCanNotDepositToAnotherUserAccountTest()","","Fri May 08 08:27:31 UTC 2026","passed","Fri May 08 08:27:33 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositToAnotherUserAccountTest"
"","504","userCanChangeNameTest(String) [3] name=Алсу Шараф","","Fri May 08 08:27:40 UTC 2026","failed","Fri May 08 08:27:41 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameTest"
"","8","unauthorizedUserCannotGetCustomerProfileTest()","","Fri May 08 08:28:33 UTC 2026","passed","Fri May 08 08:28:33 UTC 2026","","iteration1.api.CustomerProfileTest","iteration1.api.CustomerProfileTest","unauthorizedUserCannotGetCustomerProfileTest"
"","0","testTransferWithFraudCheckVerificationRequired()","","Fri May 08 08:27:15 UTC 2026","skipped","Fri May 08 08:27:15 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckVerificationRequired"
"","14227","adminCanCreateUserTest()","","Fri May 08 08:28:01 UTC 2026","broken","Fri May 08 08:28:16 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCanCreateUserTest"
"","1400","userCanTransferTest(double) [1] amount=10000.0","","Fri May 08 08:27:16 UTC 2026","passed","Fri May 08 08:27:17 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
"","84","adminCanGenerateAuthTokenTest()","","Fri May 08 08:28:30 UTC 2026","passed","Fri May 08 08:28:30 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","12617","userCanNotTransferWithoutEnteringRecipientAccountTest()","","Fri May 08 08:25:15 UTC 2026","passed","Fri May 08 08:25:28 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutEnteringRecipientAccountTest"
"","178","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Fri May 08 08:28:37 UTC 2026","passed","Fri May 08 08:28:37 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","1520","userCanTransferValueEqualToBalanceToAnotherUserAccountTest()","","Fri May 08 08:27:21 UTC 2026","passed","Fri May 08 08:27:23 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferValueEqualToBalanceToAnotherUserAccountTest"
"","13398","userCanNotTransferWithInvalidAmountTest()","","Fri May 08 08:25:41 UTC 2026","passed","Fri May 08 08:25:54 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithInvalidAmountTest"
"","661","userCannotChangeNameToInvalidValueTest(String) [7] name=Alsu_test","","Fri May 08 08:27:46 UTC 2026","passed","Fri May 08 08:27:47 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","496","unauthorizedUserCanNotCreateAccountTest()","","Fri May 08 08:28:34 UTC 2026","passed","Fri May 08 08:28:34 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","unauthorizedUserCanNotCreateAccountTest"
"","0","testTransferWithFraudCheckRequiredManualReview()","","Fri May 08 08:27:15 UTC 2026","skipped","Fri May 08 08:27:15 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckRequiredManualReview"
"","747","userCanNotDepositTest(Double, String) [3] amount=5000.01, errorMessage=Deposit amount cannot exceed 5000","","Fri May 08 08:27:35 UTC 2026","passed","Fri May 08 08:27:35 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","13897","userCanNotTransferWithUsernameAfterNameChangingTest()","","Fri May 08 08:26:20 UTC 2026","passed","Fri May 08 08:26:34 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithUsernameAfterNameChangingTest"
"","0","testTransferWithFraudCheckVerificationsAndReviewRequired()","","Fri May 08 08:27:15 UTC 2026","skipped","Fri May 08 08:27:15 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckVerificationsAndReviewRequired"
"","13646","userCanTransferWithoutNameIfNameWasNotChangedTest()","","Fri May 08 08:26:48 UTC 2026","failed","Fri May 08 08:27:02 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanTransferWithoutNameIfNameWasNotChangedTest"
"","12032","userCanCreateAccountTest()","","Fri May 08 08:27:49 UTC 2026","passed","Fri May 08 08:28:01 UTC 2026","","iteration1.ui.CreateAccountTest","iteration1.ui.CreateAccountTest","userCanCreateAccountTest"
"","488","userCanGetCustomerProfileTest()","","Fri May 08 08:28:33 UTC 2026","passed","Fri May 08 08:28:33 UTC 2026","","iteration1.api.CustomerProfileTest","iteration1.api.CustomerProfileTest","userCanGetCustomerProfileTest"
"","906","adminCanLoginWithCorrectDataTest()","","Fri May 08 08:27:48 UTC 2026","passed","Fri May 08 08:27:49 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","677","userCannotChangeNameToInvalidValueTest(String) [1] name=","","Fri May 08 08:27:42 UTC 2026","passed","Fri May 08 08:27:43 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","514","adminCanDeleteUserTest()","","Fri May 08 08:28:32 UTC 2026","passed","Fri May 08 08:28:32 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","adminCanDeleteUserTest"
"","0","testTransferRiskFraudCheckWithSuccessStatus()","","Fri May 08 08:27:15 UTC 2026","skipped","Fri May 08 08:27:15 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferRiskFraudCheckWithSuccessStatus"
"","668","userCannotChangeNameToInvalidValueTest(String) [4] name=Alsu!@#$%%^&*() test_+/,<>?}{[]';/.!","","Fri May 08 08:27:44 UTC 2026","passed","Fri May 08 08:27:45 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","14226","adminCannotCreateUserWithInvalidDataTest()","","Fri May 08 08:28:16 UTC 2026","broken","Fri May 08 08:28:30 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","753","userCanDepositTest(Double) [3] amount=0.01","","Fri May 08 08:27:38 UTC 2026","passed","Fri May 08 08:27:38 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositTest"
"","490","userCanGenerateAuthTokenTest()","","Fri May 08 08:28:30 UTC 2026","passed","Fri May 08 08:28:30 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","1580","userCanNotTransferFromAnotherUserAccountTest()","","Fri May 08 08:27:25 UTC 2026","passed","Fri May 08 08:27:26 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferFromAnotherUserAccountTest"
"","588","userCanChangeNameTest(String) [1] name=Alsu Sharaf","","Fri May 08 08:27:39 UTC 2026","passed","Fri May 08 08:27:40 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameTest"
"","571","userCanNotCreateUserTest()","","Fri May 08 08:28:35 UTC 2026","passed","Fri May 08 08:28:35 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","userCanNotCreateUserTest"
"","12357","userCanNotDepositWithoutSelectingAccountTest()","","Fri May 08 08:23:30 UTC 2026","passed","Fri May 08 08:23:42 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositWithoutSelectingAccountTest"
"","171","adminCannotDeleteNotExistsUserTest()","","Fri May 08 08:28:33 UTC 2026","passed","Fri May 08 08:28:33 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","adminCannotDeleteNotExistsUserTest"
"","488","adminCanCreateUserWithCorrectData()","","Fri May 08 08:28:36 UTC 2026","passed","Fri May 08 08:28:36 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","749","userCanNotTransferFromNotExistsAccountTest()","","Fri May 08 08:27:23 UTC 2026","passed","Fri May 08 08:27:23 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferFromNotExistsAccountTest"
"","1449","userCanNotTransferInvalidAmountTest(double, String) [1] amount=10000.01, errorMessage=Transfer amount cannot exceed 10000","","Fri May 08 08:27:27 UTC 2026","passed","Fri May 08 08:27:29 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferInvalidAmountTest"
"","1445","userCanNotTransferInvalidAmountTest(double, String) [2] amount=0.0, errorMessage=Transfer amount must be at least 0.01","","Fri May 08 08:27:29 UTC 2026","passed","Fri May 08 08:27:30 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferInvalidAmountTest"
"","577","userCanChangeNameTest(String) [2] name=A S","","Fri May 08 08:27:40 UTC 2026","passed","Fri May 08 08:27:40 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameTest"
"","12742","userCanNotTransferWithoutEnteringAmountTest()","","Fri May 08 08:26:07 UTC 2026","passed","Fri May 08 08:26:20 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutEnteringAmountTest"
"","670","userCannotChangeNameToInvalidValueTest(String) [6] name=Alsu  test","","Fri May 08 08:27:46 UTC 2026","passed","Fri May 08 08:27:46 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","569","userCanCreateAccountTest()","","Fri May 08 08:28:34 UTC 2026","passed","Fri May 08 08:28:35 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","userCanCreateAccountTest"
"","12840","userCanNotTransferWithoutConfirmingTest()","","Fri May 08 08:25:28 UTC 2026","passed","Fri May 08 08:25:41 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutConfirmingTest"
"","0","testTransferWithFraudCheckWithBadRequest()","","Fri May 08 08:27:15 UTC 2026","skipped","Fri May 08 08:27:15 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckWithBadRequest"
"","659","userCannotChangeNameToInvalidValueTest(String) [3] name=Alsu1 test2","","Fri May 08 08:27:44 UTC 2026","passed","Fri May 08 08:27:44 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","774","userCanNotTransferToTheSameAccountTest()","","Fri May 08 08:27:26 UTC 2026","failed","Fri May 08 08:27:27 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferToTheSameAccountTest"
"","1280","unauthorizedUserCannotTransferTest()","","Fri May 08 08:27:20 UTC 2026","passed","Fri May 08 08:27:21 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","unauthorizedUserCannotTransferTest"
"","985","userCannotDeleteUserTest()","","Fri May 08 08:28:31 UTC 2026","passed","Fri May 08 08:28:32 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","userCannotDeleteUserTest"
"","0","testTransferWithFraudCheckWithRiskScoreZero()","","Fri May 08 08:27:15 UTC 2026","skipped","Fri May 08 08:27:15 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckWithRiskScoreZero"
"","9","unauthorizedUserCannotChangeNameTest()","","Fri May 08 08:27:47 UTC 2026","passed","Fri May 08 08:27:47 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","unauthorizedUserCannotChangeNameTest"
"","91","unauthorizedAdminCanNotCreateNewUserTest()","","Fri May 08 08:28:35 UTC 2026","passed","Fri May 08 08:28:35 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","unauthorizedAdminCanNotCreateNewUserTest"
"","583","userCanNotDepositToNotExistsAccountTest()","","Fri May 08 08:27:33 UTC 2026","passed","Fri May 08 08:27:33 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositToNotExistsAccountTest"
"","17536","userCanNotDepositInvalidValueTest()","","Fri May 08 08:23:12 UTC 2026","passed","Fri May 08 08:23:30 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositInvalidValueTest"
"","240","adminCanCreateNewAdminTest()","","Fri May 08 08:28:35 UTC 2026","passed","Fri May 08 08:28:36 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateNewAdminTest"
"","11929","userCanNotDepositWithoutEnteringAmountTest()","","Fri May 08 08:24:07 UTC 2026","passed","Fri May 08 08:24:19 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositWithoutEnteringAmountTest"
"","736","userCanNotDepositTest(Double, String) [2] amount=-0.01, errorMessage=Deposit amount must be at least 0.01","","Fri May 08 08:27:34 UTC 2026","passed","Fri May 08 08:27:35 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","14271","userCanTransferWithUsernameTest()","","Fri May 08 08:25:01 UTC 2026","failed","Fri May 08 08:25:15 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanTransferWithUsernameTest"
"","14158","userCanNotChangeNameToInvalidValueTest()","","Fri May 08 08:24:47 UTC 2026","passed","Fri May 08 08:25:01 UTC 2026","","iteration2.ui.ChangeUserNameUiTest","iteration2.ui.ChangeUserNameUiTest","userCanNotChangeNameToInvalidValueTest"
"","494","unauthorizedAdminCanNotDeleteUserTest()","","Fri May 08 08:28:32 UTC 2026","passed","Fri May 08 08:28:33 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","unauthorizedAdminCanNotDeleteUserTest"
"","13536","userCanNotChangeNameToEmptyValueTest()","","Fri May 08 08:24:33 UTC 2026","passed","Fri May 08 08:24:47 UTC 2026","","iteration2.ui.ChangeUserNameUiTest","iteration2.ui.ChangeUserNameUiTest","userCanNotChangeNameToEmptyValueTest"
"","13978","userCanChangeNameTest()","","Fri May 08 08:24:19 UTC 2026","passed","Fri May 08 08:24:33 UTC 2026","","iteration2.ui.ChangeUserNameUiTest","iteration2.ui.ChangeUserNameUiTest","userCanChangeNameTest"
"","1421","userCanLoginWithCorrectDataTest()","","Fri May 08 08:27:47 UTC 2026","passed","Fri May 08 08:27:48 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","185","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Fri May 08 08:28:37 UTC 2026","passed","Fri May 08 08:28:37 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","1314","userCanNotTransferValueGreaterThanBalanceTest()","","Fri May 08 08:27:23 UTC 2026","passed","Fri May 08 08:27:25 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferValueGreaterThanBalanceTest"
"","954","userCanDepositTest(Double) [1] amount=5000.0","","Fri May 08 08:27:36 UTC 2026","passed","Fri May 08 08:27:37 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositTest"
"","668","userCanChangeNameSeveralTimesTest()","","Fri May 08 08:27:39 UTC 2026","passed","Fri May 08 08:27:39 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameSeveralTimesTest"
"","84","adminCannotGetCustomerProfileTest()","","Fri May 08 08:28:33 UTC 2026","passed","Fri May 08 08:28:34 UTC 2026","","iteration1.api.CustomerProfileTest","iteration1.api.CustomerProfileTest","adminCannotGetCustomerProfileTest"
"","585","unauthorizedUserCannotDepositTest()","","Fri May 08 08:27:35 UTC 2026","passed","Fri May 08 08:27:36 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","unauthorizedUserCannotDepositTest"
"","14504","userCanTransferWithNameAfterNameChangingTest()","","Fri May 08 08:26:34 UTC 2026","failed","Fri May 08 08:26:48 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanTransferWithNameAfterNameChangingTest"
"","662","userCanChangeNameToTheSameNameTest()","","Fri May 08 08:27:42 UTC 2026","passed","Fri May 08 08:27:42 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameToTheSameNameTest"
"","765","userCanNotDepositTest(Double, String) [1] amount=0.0, errorMessage=Deposit amount must be at least 0.01","","Fri May 08 08:27:33 UTC 2026","passed","Fri May 08 08:27:34 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","13620","userCanDepositTest()","","Fri May 08 08:23:54 UTC 2026","passed","Fri May 08 08:24:07 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanDepositTest"
"","589","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Fri May 08 08:28:36 UTC 2026","passed","Fri May 08 08:28:37 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","757","userCanDepositTest(Double) [2] amount=4999.99","","Fri May 08 08:27:37 UTC 2026","passed","Fri May 08 08:27:38 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositTest"
"","11588","userCanNotDepositWithEmptyValuesTest()","","Fri May 08 08:23:42 UTC 2026","passed","Fri May 08 08:23:54 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositWithEmptyValuesTest"
"","1403","userCanTransferTest(double) [2] amount=9999.99","","Fri May 08 08:27:17 UTC 2026","passed","Fri May 08 08:27:18 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
"","596","userCannotChangeNameToNullTest()","","Fri May 08 08:27:41 UTC 2026","failed","Fri May 08 08:27:41 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToNullTest"
"","1445","userCanNotTransferInvalidAmountTest(double, String) [3] amount=-0.01, errorMessage=Transfer amount must be at least 0.01","","Fri May 08 08:27:30 UTC 2026","passed","Fri May 08 08:27:31 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferInvalidAmountTest"
"","657","userCannotChangeNameToInvalidValueTest(String) [5] name=Alsutest","","Fri May 08 08:27:45 UTC 2026","passed","Fri May 08 08:27:46 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","200","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Fri May 08 08:28:37 UTC 2026","passed","Fri May 08 08:28:37 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","690","userCannotChangeNameToInvalidValueTest(String) [2] name=   ","","Fri May 08 08:27:43 UTC 2026","passed","Fri May 08 08:27:44 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","84","adminCanNotCreateAccountTest()","","Fri May 08 08:28:34 UTC 2026","passed","Fri May 08 08:28:34 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","adminCanNotCreateAccountTest"
"","86","adminCannotChangeNameTest()","","Fri May 08 08:27:41 UTC 2026","passed","Fri May 08 08:27:42 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","adminCannotChangeNameTest"
"","1393","userCanTransferTest(double) [3] amount=0.01","","Fri May 08 08:27:18 UTC 2026","passed","Fri May 08 08:27:20 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
