"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","488","userCanGetCustomerProfileTest()","","Sun May 10 07:28:28 UTC 2026","passed","Sun May 10 07:28:29 UTC 2026","","iteration1.api.CustomerProfileTest","iteration1.api.CustomerProfileTest","userCanGetCustomerProfileTest"
"","0","testTransferWithFraudCheckWithServerError()","","Sun May 10 07:27:10 UTC 2026","skipped","Sun May 10 07:27:10 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckWithServerError"
"","500","userCanChangeNameTest(String) [3] name=Алсу Шараф","","Sun May 10 07:27:36 UTC 2026","failed","Sun May 10 07:27:36 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameTest"
"","13496","userCanNotChangeNameToEmptyValueTest()","","Sun May 10 07:24:28 UTC 2026","passed","Sun May 10 07:24:42 UTC 2026","","iteration2.ui.ChangeUserNameUiTest","iteration2.ui.ChangeUserNameUiTest","userCanNotChangeNameToEmptyValueTest"
"","852","adminCanLoginWithCorrectDataTest()","","Sun May 10 07:27:44 UTC 2026","passed","Sun May 10 07:27:44 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","750","userCanDepositTest(Double) [3] amount=0.01","","Sun May 10 07:27:33 UTC 2026","passed","Sun May 10 07:27:34 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositTest"
"","12478","userCanNotTransferWithoutSelectingSenderAccountTest()","","Sun May 10 07:26:58 UTC 2026","passed","Sun May 10 07:27:10 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutSelectingSenderAccountTest"
"","741","userCanNotDepositTest(Double, String) [3] amount=5000.01, errorMessage=Deposit amount cannot exceed 5000","","Sun May 10 07:27:30 UTC 2026","passed","Sun May 10 07:27:31 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","13618","userCanDepositTest()","","Sun May 10 07:23:49 UTC 2026","passed","Sun May 10 07:24:02 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanDepositTest"
"","506","userCanGenerateAuthTokenTest()","","Sun May 10 07:28:25 UTC 2026","passed","Sun May 10 07:28:26 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","484","adminCanDeleteUserTest()","","Sun May 10 07:28:27 UTC 2026","passed","Sun May 10 07:28:28 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","adminCanDeleteUserTest"
"","535","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Sun May 10 07:28:31 UTC 2026","passed","Sun May 10 07:28:32 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","736","userCanNotDepositTest(Double, String) [2] amount=-0.01, errorMessage=Deposit amount must be at least 0.01","","Sun May 10 07:27:29 UTC 2026","passed","Sun May 10 07:27:30 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","14002","userCanChangeNameTest()","","Sun May 10 07:24:14 UTC 2026","passed","Sun May 10 07:24:28 UTC 2026","","iteration2.ui.ChangeUserNameUiTest","iteration2.ui.ChangeUserNameUiTest","userCanChangeNameTest"
"","8","unauthorizedUserCannotGetCustomerProfileTest()","","Sun May 10 07:28:28 UTC 2026","passed","Sun May 10 07:28:28 UTC 2026","","iteration1.api.CustomerProfileTest","iteration1.api.CustomerProfileTest","unauthorizedUserCannotGetCustomerProfileTest"
"","0","testTransferWithFraudCheckWithRiskScoreZero()","","Sun May 10 07:27:10 UTC 2026","skipped","Sun May 10 07:27:10 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckWithRiskScoreZero"
"","9","unauthorizedUserCannotChangeNameTest()","","Sun May 10 07:27:42 UTC 2026","passed","Sun May 10 07:27:42 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","unauthorizedUserCannotChangeNameTest"
"","494","unauthorizedAdminCanNotDeleteUserTest()","","Sun May 10 07:28:28 UTC 2026","passed","Sun May 10 07:28:28 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","unauthorizedAdminCanNotDeleteUserTest"
"","0","testTransferWithFraudCheckVerificationsAndReviewRequired()","","Sun May 10 07:27:10 UTC 2026","skipped","Sun May 10 07:27:10 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckVerificationsAndReviewRequired"
"","1361","userCanTransferTest(double) [3] amount=0.01","","Sun May 10 07:27:14 UTC 2026","passed","Sun May 10 07:27:15 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
"","991","userCannotDeleteUserTest()","","Sun May 10 07:28:26 UTC 2026","passed","Sun May 10 07:28:27 UTC 2026","","iteration1.api.DeleteUserTest","iteration1.api.DeleteUserTest","userCannotDeleteUserTest"
"","14227","adminCannotCreateUserWithInvalidDataTest()","","Sun May 10 07:28:11 UTC 2026","broken","Sun May 10 07:28:25 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","652","userCannotChangeNameToInvalidValueTest(String) [4] name=Alsu!@#$%%^&*() test_+/,<>?}{[]';/.!","","Sun May 10 07:27:40 UTC 2026","passed","Sun May 10 07:27:40 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","191","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Sun May 10 07:28:32 UTC 2026","passed","Sun May 10 07:28:32 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","17206","userCanNotDepositInvalidValueTest()","","Sun May 10 07:23:08 UTC 2026","passed","Sun May 10 07:23:25 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositInvalidValueTest"
"","761","userCanDepositTest(Double) [2] amount=4999.99","","Sun May 10 07:27:32 UTC 2026","passed","Sun May 10 07:27:33 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositTest"
"","1165","userCanNotDepositToAnotherUserAccountTest()","","Sun May 10 07:27:27 UTC 2026","passed","Sun May 10 07:27:28 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositToAnotherUserAccountTest"
"","12347","userCanNotDepositWithoutSelectingAccountTest()","","Sun May 10 07:23:25 UTC 2026","passed","Sun May 10 07:23:37 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositWithoutSelectingAccountTest"
"","12811","userCanNotTransferWithoutEnteringAmountTest()","","Sun May 10 07:26:02 UTC 2026","passed","Sun May 10 07:26:15 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutEnteringAmountTest"
"","649","userCannotChangeNameToInvalidValueTest(String) [7] name=Alsu_test","","Sun May 10 07:27:42 UTC 2026","passed","Sun May 10 07:27:42 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","1426","userCanNotTransferInvalidAmountTest(double, String) [2] amount=0.0, errorMessage=Transfer amount must be at least 0.01","","Sun May 10 07:27:24 UTC 2026","passed","Sun May 10 07:27:25 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferInvalidAmountTest"
"","14247","userCanTransferWithUsernameTest()","","Sun May 10 07:24:56 UTC 2026","passed","Sun May 10 07:25:10 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanTransferWithUsernameTest"
"","571","userCanChangeNameTest(String) [2] name=A S","","Sun May 10 07:27:35 UTC 2026","passed","Sun May 10 07:27:36 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameTest"
"","85","adminCannotChangeNameTest()","","Sun May 10 07:27:37 UTC 2026","passed","Sun May 10 07:27:37 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","adminCannotChangeNameTest"
"","14076","userCanTransferWithoutNameIfNameWasNotChangedTest()","","Sun May 10 07:26:44 UTC 2026","passed","Sun May 10 07:26:58 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanTransferWithoutNameIfNameWasNotChangedTest"
"","0","testTransferRiskFraudCheckWithSuccessStatus()","","Sun May 10 07:27:10 UTC 2026","skipped","Sun May 10 07:27:10 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferRiskFraudCheckWithSuccessStatus"
"","498","userCanNotGenerateAuthTokenWithWrongCredentialsTest()","","Sun May 10 07:28:26 UTC 2026","passed","Sun May 10 07:28:26 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanNotGenerateAuthTokenWithWrongCredentialsTest"
"","595","userCanNotDepositToNotExistsAccountTest()","","Sun May 10 07:27:28 UTC 2026","passed","Sun May 10 07:27:29 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositToNotExistsAccountTest"
"","491","unauthorizedUserCanNotCreateAccountTest()","","Sun May 10 07:28:29 UTC 2026","passed","Sun May 10 07:28:29 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","unauthorizedUserCanNotCreateAccountTest"
"","749","userCanNotTransferFromNotExistsAccountTest()","","Sun May 10 07:27:18 UTC 2026","passed","Sun May 10 07:27:19 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferFromNotExistsAccountTest"
"","179","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sun May 10 07:28:32 UTC 2026","passed","Sun May 10 07:28:33 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","14470","userCanTransferWithNameAfterNameChangingTest()","","Sun May 10 07:26:29 UTC 2026","passed","Sun May 10 07:26:44 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanTransferWithNameAfterNameChangingTest"
"","678","userCanChangeNameSeveralTimesTest()","","Sun May 10 07:27:34 UTC 2026","passed","Sun May 10 07:27:35 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameSeveralTimesTest"
"","788","userCanNotTransferToTheSameAccountTest()","","Sun May 10 07:27:22 UTC 2026","failed","Sun May 10 07:27:23 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferToTheSameAccountTest"
"","489","adminCanCreateUserWithCorrectData()","","Sun May 10 07:28:31 UTC 2026","passed","Sun May 10 07:28:31 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","12077","userCanCreateAccountTest()","","Sun May 10 07:27:44 UTC 2026","passed","Sun May 10 07:27:57 UTC 2026","","iteration1.ui.CreateAccountTest","iteration1.ui.CreateAccountTest","userCanCreateAccountTest"
"","84","adminCanGenerateAuthTokenTest()","","Sun May 10 07:28:26 UTC 2026","passed","Sun May 10 07:28:26 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","669","userCannotChangeNameToInvalidValueTest(String) [5] name=Alsutest","","Sun May 10 07:27:40 UTC 2026","passed","Sun May 10 07:27:41 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","1435","userCanNotTransferInvalidAmountTest(double, String) [3] amount=-0.01, errorMessage=Transfer amount must be at least 0.01","","Sun May 10 07:27:25 UTC 2026","passed","Sun May 10 07:27:27 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferInvalidAmountTest"
"","656","userCannotChangeNameToInvalidValueTest(String) [3] name=Alsu1 test2","","Sun May 10 07:27:39 UTC 2026","passed","Sun May 10 07:27:40 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","1389","userCanTransferTest(double) [1] amount=10000.0","","Sun May 10 07:27:11 UTC 2026","passed","Sun May 10 07:27:13 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
"","11906","userCanNotDepositWithoutEnteringAmountTest()","","Sun May 10 07:24:02 UTC 2026","passed","Sun May 10 07:24:14 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositWithoutEnteringAmountTest"
"","11510","userCanNotDepositWithEmptyValuesTest()","","Sun May 10 07:23:37 UTC 2026","passed","Sun May 10 07:23:49 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositWithEmptyValuesTest"
"","85","adminCannotGetCustomerProfileTest()","","Sun May 10 07:28:29 UTC 2026","passed","Sun May 10 07:28:29 UTC 2026","","iteration1.api.CustomerProfileTest","iteration1.api.CustomerProfileTest","adminCannotGetCustomerProfileTest"
"","655","userCannotChangeNameToInvalidValueTest(String) [6] name=Alsu  test","","Sun May 10 07:27:41 UTC 2026","passed","Sun May 10 07:27:42 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","0","testTransferWithFraudCheckRequiredManualReview()","","Sun May 10 07:27:10 UTC 2026","skipped","Sun May 10 07:27:10 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckRequiredManualReview"
"","13770","userCanNotTransferWithUsernameAfterNameChangingTest()","","Sun May 10 07:26:15 UTC 2026","passed","Sun May 10 07:26:29 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithUsernameAfterNameChangingTest"
"","573","userCanNotCreateUserTest()","","Sun May 10 07:28:30 UTC 2026","passed","Sun May 10 07:28:31 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","userCanNotCreateUserTest"
"","14202","userCanNotChangeNameToInvalidValueTest()","","Sun May 10 07:24:42 UTC 2026","passed","Sun May 10 07:24:56 UTC 2026","","iteration2.ui.ChangeUserNameUiTest","iteration2.ui.ChangeUserNameUiTest","userCanNotChangeNameToInvalidValueTest"
"","579","userCanChangeNameTest(String) [1] name=Alsu Sharaf","","Sun May 10 07:27:35 UTC 2026","passed","Sun May 10 07:27:35 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameTest"
"","12876","userCanNotTransferWithoutConfirmingTest()","","Sun May 10 07:25:23 UTC 2026","passed","Sun May 10 07:25:36 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutConfirmingTest"
"","12616","userCanNotTransferWithoutEnteringRecipientAccountTest()","","Sun May 10 07:25:10 UTC 2026","passed","Sun May 10 07:25:23 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutEnteringRecipientAccountTest"
"","13373","userCanNotTransferWithInvalidAmountTest()","","Sun May 10 07:25:36 UTC 2026","passed","Sun May 10 07:25:49 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithInvalidAmountTest"
"","665","userCannotChangeNameToInvalidValueTest(String) [1] name=","","Sun May 10 07:27:38 UTC 2026","passed","Sun May 10 07:27:38 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","84","adminCanNotCreateAccountTest()","","Sun May 10 07:28:29 UTC 2026","passed","Sun May 10 07:28:29 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","adminCanNotCreateAccountTest"
"","947","userCanDepositTest(Double) [1] amount=5000.0","","Sun May 10 07:27:31 UTC 2026","passed","Sun May 10 07:27:32 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositTest"
"","1511","userCanTransferValueEqualToBalanceToAnotherUserAccountTest()","","Sun May 10 07:27:17 UTC 2026","passed","Sun May 10 07:27:18 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferValueEqualToBalanceToAnotherUserAccountTest"
"","1292","userCanNotTransferValueGreaterThanBalanceTest()","","Sun May 10 07:27:19 UTC 2026","passed","Sun May 10 07:27:20 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferValueGreaterThanBalanceTest"
"","1436","userCanNotTransferInvalidAmountTest(double, String) [1] amount=10000.01, errorMessage=Transfer amount cannot exceed 10000","","Sun May 10 07:27:23 UTC 2026","passed","Sun May 10 07:27:24 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferInvalidAmountTest"
"","13321","userCanNotTransferWithoutNameIfNameWasChangedTest()","","Sun May 10 07:25:49 UTC 2026","passed","Sun May 10 07:26:02 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutNameIfNameWasChangedTest"
"","180","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sun May 10 07:28:32 UTC 2026","passed","Sun May 10 07:28:32 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","592","userCannotChangeNameToNullTest()","","Sun May 10 07:27:36 UTC 2026","failed","Sun May 10 07:27:37 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToNullTest"
"","1344","userCanLoginWithCorrectDataTest()","","Sun May 10 07:27:42 UTC 2026","passed","Sun May 10 07:27:44 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","114","unauthorizedAdminCanNotCreateNewUserTest()","","Sun May 10 07:28:30 UTC 2026","passed","Sun May 10 07:28:30 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","unauthorizedAdminCanNotCreateNewUserTest"
"","1390","userCanTransferTest(double) [2] amount=9999.99","","Sun May 10 07:27:13 UTC 2026","passed","Sun May 10 07:27:14 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
"","753","userCanNotDepositTest(Double, String) [1] amount=0.0, errorMessage=Deposit amount must be at least 0.01","","Sun May 10 07:27:29 UTC 2026","passed","Sun May 10 07:27:29 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","1585","userCanNotTransferFromAnotherUserAccountTest()","","Sun May 10 07:27:20 UTC 2026","passed","Sun May 10 07:27:22 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferFromAnotherUserAccountTest"
"","567","userCanCreateAccountTest()","","Sun May 10 07:28:29 UTC 2026","passed","Sun May 10 07:28:30 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","userCanCreateAccountTest"
