"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","823","userCanNotDepositTest(Double, String) [3] amount=5000.01, errorMessage=Deposit amount cannot exceed 5000","","Thu May 07 15:06:10 UTC 2026","passed","Thu May 07 15:06:10 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","17047","userCanNotDepositInvalidValueTest()","","Thu May 07 15:01:43 UTC 2026","passed","Thu May 07 15:02:00 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositInvalidValueTest"
"","849","userCanNotDepositTest(Double, String) [2] amount=-0.01, errorMessage=Deposit amount must be at least 0.01","","Thu May 07 15:06:09 UTC 2026","passed","Thu May 07 15:06:10 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","635","userCanChangeNameTest(String) [1] name=Alsu Sharaf","","Thu May 07 15:06:14 UTC 2026","passed","Thu May 07 15:06:14 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameTest"
"","207","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Thu May 07 15:07:01 UTC 2026","passed","Thu May 07 15:07:02 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","0","testTransferWithFraudCheckVerificationsAndReviewRequired()","","Thu May 07 15:05:49 UTC 2026","skipped","Thu May 07 15:05:49 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckVerificationsAndReviewRequired"
"","0","testTransferRiskFraudCheckWithSuccessStatus()","","Thu May 07 15:05:49 UTC 2026","skipped","Thu May 07 15:05:49 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferRiskFraudCheckWithSuccessStatus"
"","828","userCanNotTransferFromNotExistsAccountTest()","","Thu May 07 15:05:56 UTC 2026","passed","Thu May 07 15:05:57 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferFromNotExistsAccountTest"
"","748","userCanChangeNameToTheSameNameTest()","","Thu May 07 15:06:16 UTC 2026","passed","Thu May 07 15:06:17 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameToTheSameNameTest"
"","1117","userCanNotTransferToNotExistsAccountTest()","","Thu May 07 15:05:49 UTC 2026","passed","Thu May 07 15:05:50 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferToNotExistsAccountTest"
"","14055","userCanNotChangeNameToEmptyValueTest()","","Thu May 07 15:03:04 UTC 2026","passed","Thu May 07 15:03:18 UTC 2026","","iteration2.ui.ChangeUserNameUiTest","iteration2.ui.ChangeUserNameUiTest","userCanNotChangeNameToEmptyValueTest"
"","0","testTransferWithFraudCheckWithServerError()","","Thu May 07 15:05:49 UTC 2026","skipped","Thu May 07 15:05:49 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckWithServerError"
"","12092","userCanCreateAccountTest()","","Thu May 07 15:06:24 UTC 2026","passed","Thu May 07 15:06:37 UTC 2026","","iteration1.ui.CreateAccountTest","iteration1.ui.CreateAccountTest","userCanCreateAccountTest"
"","13364","userCanNotTransferWithoutNameIfNameWasChangedTest()","","Thu May 07 15:04:27 UTC 2026","passed","Thu May 07 15:04:40 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutNameIfNameWasChangedTest"
"","860","userCanNotTransferToTheSameAccountTest()","","Thu May 07 15:06:00 UTC 2026","failed","Thu May 07 15:06:01 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferToTheSameAccountTest"
"","194","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Thu May 07 15:07:02 UTC 2026","passed","Thu May 07 15:07:02 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","637","userCanNotDepositToNotExistsAccountTest()","","Thu May 07 15:06:07 UTC 2026","passed","Thu May 07 15:06:08 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositToNotExistsAccountTest"
"","1623","userCanNotTransferInvalidAmountTest(double, String) [1] amount=10000.01, errorMessage=Transfer amount cannot exceed 10000","","Thu May 07 15:06:01 UTC 2026","passed","Thu May 07 15:06:03 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferInvalidAmountTest"
"","0","testTransferWithFraudCheckVerificationRequired()","","Thu May 07 15:05:49 UTC 2026","skipped","Thu May 07 15:05:49 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckVerificationRequired"
"","0","testTransferWithFraudCheckRequiredManualReview()","","Thu May 07 15:05:49 UTC 2026","skipped","Thu May 07 15:05:49 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckRequiredManualReview"
"","13186","userCanNotTransferWithoutEnteringAmountTest()","","Thu May 07 15:04:40 UTC 2026","passed","Thu May 07 15:04:53 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutEnteringAmountTest"
"","12455","userCanNotTransferWithoutSelectingSenderAccountTest()","","Thu May 07 15:05:36 UTC 2026","passed","Thu May 07 15:05:49 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutSelectingSenderAccountTest"
"","547","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Thu May 07 15:07:01 UTC 2026","passed","Thu May 07 15:07:01 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","1513","userCanTransferTest(double) [1] amount=10000.0","","Thu May 07 15:05:50 UTC 2026","passed","Thu May 07 15:05:52 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
"","558","userCanGenerateAuthTokenTest()","","Thu May 07 15:06:59 UTC 2026","passed","Thu May 07 15:07:00 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","13043","userCanNotTransferWithoutEnteringRecipientAccountTest()","","Thu May 07 15:03:47 UTC 2026","passed","Thu May 07 15:04:00 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutEnteringRecipientAccountTest"
"","0","testTransferWithFraudCheckWithBadRequest()","","Thu May 07 15:05:49 UTC 2026","skipped","Thu May 07 15:05:49 UTC 2026","","iteration2.api.TransferWithFraudCheckTest","iteration2.api.TransferWithFraudCheckTest","testTransferWithFraudCheckWithBadRequest"
"","730","userCannotChangeNameToInvalidValueTest(String) [7] name=Alsu_test","","Thu May 07 15:06:21 UTC 2026","passed","Thu May 07 15:06:22 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","941","userCanDepositTest(Double) [1] amount=5000.0","","Thu May 07 15:06:10 UTC 2026","passed","Thu May 07 15:06:11 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositTest"
"","746","userCanChangeNameSeveralTimesTest()","","Thu May 07 15:06:13 UTC 2026","passed","Thu May 07 15:06:14 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameSeveralTimesTest"
"","13858","userCanNotTransferWithInvalidAmountTest()","","Thu May 07 15:04:13 UTC 2026","passed","Thu May 07 15:04:27 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithInvalidAmountTest"
"","844","userCanDepositTest(Double) [3] amount=0.01","","Thu May 07 15:06:12 UTC 2026","passed","Thu May 07 15:06:13 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositTest"
"","1282","userCanNotDepositToAnotherUserAccountTest()","","Thu May 07 15:06:06 UTC 2026","passed","Thu May 07 15:06:07 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositToAnotherUserAccountTest"
"","554","userCanChangeNameTest(String) [3] name=Алсу Шараф","","Thu May 07 15:06:15 UTC 2026","failed","Thu May 07 15:06:16 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameTest"
"","633","userCanChangeNameTest(String) [2] name=A S","","Thu May 07 15:06:14 UTC 2026","passed","Thu May 07 15:06:15 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCanChangeNameTest"
"","93","adminCanGenerateAuthTokenTest()","","Thu May 07 15:07:00 UTC 2026","passed","Thu May 07 15:07:00 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","734","userCannotChangeNameToInvalidValueTest(String) [2] name=   ","","Thu May 07 15:06:18 UTC 2026","passed","Thu May 07 15:06:18 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","1611","userCanNotTransferInvalidAmountTest(double, String) [3] amount=-0.01, errorMessage=Transfer amount must be at least 0.01","","Thu May 07 15:06:04 UTC 2026","passed","Thu May 07 15:06:06 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferInvalidAmountTest"
"","722","userCannotChangeNameToInvalidValueTest(String) [6] name=Alsu  test","","Thu May 07 15:06:21 UTC 2026","passed","Thu May 07 15:06:21 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","814","userCanDepositTest(Double) [2] amount=4999.99","","Thu May 07 15:06:11 UTC 2026","passed","Thu May 07 15:06:12 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositTest"
"","13679","userCanDepositTest()","","Thu May 07 15:02:24 UTC 2026","passed","Thu May 07 15:02:38 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanDepositTest"
"","1404","userCanLoginWithCorrectDataTest()","","Thu May 07 15:06:22 UTC 2026","passed","Thu May 07 15:06:24 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","14557","userCanTransferWithNameAfterNameChangingTest()","","Thu May 07 15:05:08 UTC 2026","passed","Thu May 07 15:05:22 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanTransferWithNameAfterNameChangingTest"
"","877","adminCanLoginWithCorrectDataTest()","","Thu May 07 15:06:24 UTC 2026","passed","Thu May 07 15:06:24 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","552","adminCanCreateUserWithCorrectData()","","Thu May 07 15:07:00 UTC 2026","passed","Thu May 07 15:07:01 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","1796","userCanNotTransferFromAnotherUserAccountTest()","","Thu May 07 15:05:59 UTC 2026","passed","Thu May 07 15:06:00 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferFromAnotherUserAccountTest"
"","14171","userCanTransferWithoutNameIfNameWasNotChangedTest()","","Thu May 07 15:05:22 UTC 2026","passed","Thu May 07 15:05:36 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanTransferWithoutNameIfNameWasNotChangedTest"
"","13338","userCanNotTransferWithoutConfirmingTest()","","Thu May 07 15:04:00 UTC 2026","passed","Thu May 07 15:04:13 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanNotTransferWithoutConfirmingTest"
"","733","userCannotChangeNameToInvalidValueTest(String) [5] name=Alsutest","","Thu May 07 15:06:20 UTC 2026","passed","Thu May 07 15:06:21 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","12030","userCanNotDepositWithoutEnteringAmountTest()","","Thu May 07 15:02:38 UTC 2026","passed","Thu May 07 15:02:50 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositWithoutEnteringAmountTest"
"","198","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Thu May 07 15:07:02 UTC 2026","passed","Thu May 07 15:07:02 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","1497","userCanTransferTest(double) [3] amount=0.01","","Thu May 07 15:05:53 UTC 2026","passed","Thu May 07 15:05:55 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
"","14287","userCanTransferWithUsernameTest()","","Thu May 07 15:03:32 UTC 2026","passed","Thu May 07 15:03:47 UTC 2026","","iteration2.ui.TransferUiTest","iteration2.ui.TransferUiTest","userCanTransferWithUsernameTest"
"","1569","userCanNotTransferInvalidAmountTest(double, String) [2] amount=0.0, errorMessage=Transfer amount must be at least 0.01","","Thu May 07 15:06:03 UTC 2026","passed","Thu May 07 15:06:04 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanNotTransferInvalidAmountTest"
"","12338","userCanNotDepositWithoutSelectingAccountTest()","","Thu May 07 15:02:00 UTC 2026","passed","Thu May 07 15:02:13 UTC 2026","","iteration2.ui.DepositUiTest","iteration2.ui.DepositUiTest","userCanNotDepositWithoutSelectingAccountTest"
"","833","userCanNotDepositTest(Double, String) [1] amount=0.0, errorMessage=Deposit amount must be at least 0.01","","Thu May 07 15:06:08 UTC 2026","passed","Thu May 07 15:06:09 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanNotDepositTest"
"","718","userCannotChangeNameToInvalidValueTest(String) [3] name=Alsu1 test2","","Thu May 07 15:06:18 UTC 2026","passed","Thu May 07 15:06:19 UTC 2026","","iteration2.api.ChangeUserNameTest","iteration2.api.ChangeUserNameTest","userCannotChangeNameToInvalidValueTest"
"","1529","userCanTransferTest(double) [2] amount=9999.99","","Thu May 07 15:05:52 UTC 2026","passed","Thu May 07 15:05:53 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferTest"
"","11189","adminCannotCreateUserWithInvalidDataTest()","","Thu May 07 15:06:48 UTC 2026","broken","Thu May 07 15:06:59 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
